"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rab31",5.87544676926164e-42,0.512563432398709,0.27,0.146,1.9797905433704e-37,"3","Rab31"
"Eif2ak2",6.05336030472913e-42,0.458557859084571,0.297,0.165,2.03974028828153e-37,"3","Eif2ak2"
"Emp3",6.06367646933376e-42,0.385385908985015,0.606,0.407,2.0432164231067e-37,"3","Emp3"
"Hspd1",7.34231772228063e-42,0.328448445267588,0.887,0.735,2.47406737969968e-37,"3","Hspd1"
"Relb",9.04169005703873e-42,0.520698517018641,0.284,0.156,3.04668788161977e-37,"3","Relb"
"Epb41l21",1.04271999325741e-41,0.504321868953147,0.381,0.228,3.51354928928018e-37,"3","Epb41l2"
"Cpsf2",1.16683685464824e-41,0.50103407000221,0.286,0.156,3.9317734654227e-37,"3","Cpsf2"
"Chd41",1.98978643992548e-41,0.333400255989189,0.78,0.573,6.70478438797291e-37,"3","Chd4"
"Syne2",1.99170368639375e-41,0.412202611678394,0.495,0.311,6.71124474167238e-37,"3","Syne2"
"Evl1",7.74976685741699e-41,0.393192443632067,0.401,0.241,2.61136144027523e-36,"3","Evl"
"Ube2n",7.90225119734906e-41,0.474406073562617,0.348,0.203,2.66274256345874e-36,"3","Ube2n"
"Sem1",9.03372999600283e-41,0.320930270200364,0.722,0.521,3.04400565945311e-36,"3","Sem1"
"Atox11",9.89056602010536e-41,0.301242860618433,0.612,0.405,3.3327251261347e-36,"3","Atox1"
"Apex1",1.01855455181418e-40,0.569667889833446,0.251,0.134,3.43212141779306e-36,"3","Apex1"
"Cdk5rap2",1.05183726044356e-40,0.486175197909763,0.273,0.149,3.54427083279063e-36,"3","Cdk5rap2"
"Hnrnpk",1.17034963378802e-40,0.353645913065966,0.723,0.519,3.94361012601212e-36,"3","Hnrnpk"
"Cpq1",1.24758227683762e-40,0.429673090669863,0.373,0.222,4.20385324003206e-36,"3","Cpq"
"Nav21",1.34320864525959e-40,0.405389622077069,0.612,0.427,4.52607585106673e-36,"3","Nav2"
"Myh91",1.41730344234996e-40,0.398085846364657,0.569,0.379,4.77574567934243e-36,"3","Myh9"
"Emc10",2.03393010371558e-40,0.524002506114728,0.281,0.155,6.85353087748002e-36,"3","Emc10"
"Efna5",2.1988892044116e-40,0.439804584203128,0.363,0.214,7.40937706318534e-36,"3","Efna5"
"Immt",2.31418627944778e-40,0.400899247277375,0.446,0.276,7.79788208722723e-36,"3","Immt"
"Mdh1",3.15820797033566e-40,0.339652116748141,0.479,0.296,1.0641897576843e-35,"3","Mdh1"
"Acadl",3.44650772903177e-40,0.408137859791102,0.481,0.303,1.16133524437454e-35,"3","Acadl"
"Ubap2",3.46350206713392e-40,0.413540076677864,0.42,0.256,1.16706165654145e-35,"3","Ubap2"
"Adh51",3.85682565822631e-40,0.399502158690448,0.346,0.199,1.29959597379594e-35,"3","Adh5"
"Zfpm21",4.02364780593766e-40,0.399755872518012,0.629,0.443,1.35580836468875e-35,"3","Zfpm2"
"Immp2l1",5.2449277575345e-40,0.33530867629948,0.539,0.349,1.76733085717882e-35,"3","Immp2l"
"Ptgs11",6.89072992216648e-40,0.420470725127239,0.391,0.237,2.32190035457322e-35,"3","Ptgs1"
"Sclt1",8.98683370518653e-40,0.514947261664612,0.276,0.153,3.02820348529965e-35,"3","Sclt1"
"Ddah2",1.15594753512651e-39,0.494738536414578,0.28,0.155,3.89508081436228e-35,"3","Ddah2"
"Cnn3",1.77262706798041e-39,0.387975779323199,0.475,0.299,5.97304416826679e-35,"3","Cnn3"
"Txnip",2.2655616110589e-39,0.35113170233788,0.671,0.508,7.63403640462406e-35,"3","Txnip"
"Rer1",2.61138256917936e-39,0.42546140259594,0.367,0.217,8.79931470510678e-35,"3","Rer1"
"Pin1",2.68397200883235e-39,0.528466374398395,0.266,0.145,9.04391208096147e-35,"3","Pin1"
"Phtf11",2.69945256272279e-39,0.371987484425627,0.527,0.342,9.09607535535071e-35,"3","Phtf1"
"Lrp11",3.26961097178208e-39,0.458335078626098,0.359,0.213,1.10172811305169e-34,"3","Lrp1"
"Atp5mj",3.27273647674016e-39,0.371141389769506,0.535,0.354,1.10278128320237e-34,"3","Atp5mj"
"Psmc4",4.48182585031271e-39,0.525637319857055,0.273,0.151,1.51019603852137e-34,"3","Psmc4"
"Cdc5l",5.40609913499729e-39,0.401065197501098,0.457,0.287,1.82163916452869e-34,"3","Cdc5l"
"Gpx4",5.4456334138417e-39,0.281609079479652,0.813,0.631,1.8349606351281e-34,"3","Gpx4"
"Oxct1",6.36169461602044e-39,0.47331769109649,0.337,0.198,2.14363661781425e-34,"3","Oxct1"
"Mrpl17",6.39960275011891e-39,0.422533168618907,0.353,0.208,2.15641014268007e-34,"3","Mrpl17"
"Uqcr10",6.95477140520083e-39,0.320782192988645,0.53,0.342,2.34347977269647e-34,"3","Uqcr10"
"Topors",1.43259268373897e-38,0.364840295111192,0.514,0.329,4.82726430712684e-34,"3","Topors"
"Atp5mc2",1.51945937187197e-38,0.279936053421596,0.89,0.75,5.11997029945979e-34,"3","Atp5mc2"
"Atp5mc31",1.54716232964179e-38,0.404493347015009,0.426,0.264,5.21331818596098e-34,"3","Atp5mc3"
"Smarcc1",2.18950769302424e-38,0.374323719448511,0.471,0.297,7.37776512241448e-34,"3","Smarcc1"
"Cbx6",2.70830785611987e-38,0.534726291787026,0.267,0.148,9.12591415198153e-34,"3","Cbx6"
"Hdac2",2.96800264602695e-38,0.4093722985432,0.338,0.196,1.00009817160524e-33,"3","Hdac2"
"Psmb1",4.21603149136324e-38,0.336495783282077,0.7,0.496,1.42063397132976e-33,"3","Psmb1"
"Mtf2",4.53311791105981e-38,0.398262391909339,0.371,0.22,1.52747941131071e-33,"3","Mtf2"
"Tspan3",4.96378754616954e-38,0.450103644501631,0.305,0.175,1.67259785155729e-33,"3","Tspan3"
"Blmh",5.67100087134482e-38,0.407103272261399,0.405,0.249,1.91090045360835e-33,"3","Blmh"
"Mecom1",6.03768817538371e-38,0.388529496032012,0.346,0.205,2.0344594075773e-33,"3","Mecom"
"Ap1s1",6.17192558769026e-38,0.44145735666901,0.333,0.196,2.07969204602811e-33,"3","Ap1s1"
"Eftud2",7.65428915754004e-38,0.482531560143116,0.301,0.173,2.57918927452469e-33,"3","Eftud2"
"Tsn",9.63694440193596e-38,0.404916505119771,0.445,0.279,3.24726478567634e-33,"3","Tsn"
"Nudt21",1.09975194004897e-37,0.477594184676592,0.292,0.165,3.705724137189e-33,"3","Nudt21"
"Pbrm1",1.14994864471382e-37,0.36479951965414,0.565,0.381,3.87486695322767e-33,"3","Pbrm1"
"Rbx1",1.28386715172255e-37,0.336922777763905,0.724,0.527,4.32611875444429e-33,"3","Rbx1"
"Rasa1",2.60633441294751e-37,0.463498584391156,0.31,0.179,8.78230443786794e-33,"3","Rasa1"
"Set",3.14134744964403e-37,0.298858942391487,0.786,0.604,1.05850843663205e-32,"3","Set"
"Bud31",3.42271630024318e-37,0.409029484584947,0.368,0.222,1.15331848452994e-32,"3","Bud31"
"Tsc22d21",3.79678806525973e-37,0.360478905627239,0.466,0.298,1.27936570646992e-32,"3","Tsc22d2"
"Trio1",4.41802103520971e-37,0.37161245811157,0.549,0.363,1.48869636802427e-32,"3","Trio"
"Schip1",4.54112954459733e-37,0.500473623147075,0.275,0.156,1.53017901134752e-32,"3","Schip1"
"Psmb81",5.29230048938484e-37,0.394033531859391,0.341,0.202,1.78329357290312e-32,"3","Psmb8"
"Cct3",5.86052323317361e-37,0.362782453601839,0.654,0.461,1.97476190865018e-32,"3","Cct3"
"Cops3",6.45029060347915e-37,0.438475579318917,0.379,0.231,2.17348992174833e-32,"3","Cops3"
"Ptges1",6.91169529922242e-37,0.348735745540032,0.505,0.331,2.32896484802599e-32,"3","Ptges"
"Ube2i",8.12067411498869e-37,0.332352993777246,0.674,0.476,2.73634234978659e-32,"3","Ube2i"
"Arpp19",1.00736122865793e-36,0.402673488582245,0.319,0.185,3.39440439608577e-32,"3","Arpp19"
"Bex3",1.19999635749925e-36,0.351902955349857,0.465,0.293,4.04350772622948e-32,"3","Bex3"
"Slf2",1.34975209605299e-36,0.430884673751816,0.327,0.193,4.54812466286015e-32,"3","Slf2"
"Ier21",1.82725800578606e-36,0.390935817014654,0.57,0.396,6.15712857629671e-32,"3","Ier2"
"Reep5",2.42136050146885e-36,0.390627677769023,0.381,0.233,8.15901634574943e-32,"3","Reep5"
"Elk31",3.18873229691906e-36,0.382001650712584,0.317,0.185,1.07447523476985e-31,"3","Elk3"
"Ndufs5",3.22757513708426e-36,0.321471417535927,0.476,0.301,1.08756371819191e-31,"3","Ndufs5"
"Mast21",4.59095000249777e-36,0.333447068036739,0.626,0.437,1.54696651284165e-31,"3","Mast2"
"Tiparp2",4.80852046098044e-36,0.303841640848256,0.83,0.665,1.62027905453197e-31,"3","Tiparp"
"Polr2j",5.23195067344686e-36,0.462554557130394,0.296,0.171,1.76295809892465e-31,"3","Polr2j"
"Junos1",5.44911319988297e-36,0.432912251647473,0.367,0.225,1.83613318383257e-31,"3","Junos"
"Arl6ip51",5.51767231987943e-36,0.404280347285627,0.39,0.241,1.85923486490657e-31,"3","Arl6ip5"
"Kitl",6.19048397875511e-36,0.396785491812245,0.426,0.27,2.08594548148132e-31,"3","Kitl"
"Ust1",7.33533361833218e-36,0.450030549480677,0.346,0.209,2.47171401603321e-31,"3","Ust"
"1810009A15Rik",9.91002951615268e-36,0.433578609194692,0.313,0.184,3.33928354576281e-31,"3","1810009A15Rik"
"Cycs",1.00280026828608e-35,0.376330051541949,0.498,0.332,3.37903578401677e-31,"3","Cycs"
"Cbx1",1.07485626793087e-35,0.344688722832721,0.471,0.302,3.62183568041985e-31,"3","Cbx1"
"Tinagl1",1.16838317625906e-35,0.464794790752424,0.255,0.142,3.93698395072252e-31,"3","Tinagl1"
"Ppfibp1",1.33650981787901e-35,0.501414101754951,0.299,0.176,4.5035034823251e-31,"3","Ppfibp1"
"Cfap2991",1.60594296321531e-35,0.367521204876167,0.486,0.317,5.4113854088503e-31,"3","Cfap299"
"Prrx11",1.75771445858218e-35,0.318450633671728,0.682,0.487,5.92279463963852e-31,"3","Prrx1"
"Chka1",2.17216933745748e-35,0.367599619639441,0.492,0.324,7.31934179949671e-31,"3","Chka"
"Eif4ebp2",2.44842865117802e-35,0.481974555720964,0.263,0.148,8.25022518300945e-31,"3","Eif4ebp2"
"Snhg5",3.77043292692908e-35,0.506352431651679,0.303,0.178,1.27048507905802e-30,"3","Snhg5"
"Nono",3.80370646409976e-35,0.383122924370392,0.381,0.233,1.28169693014306e-30,"3","Nono"
"Nin1",4.34828768446287e-35,0.418715999315994,0.331,0.198,1.46519901815661e-30,"3","Nin"
"Ppat",4.9445156197223e-35,0.469414181685938,0.255,0.142,1.66610398322162e-30,"3","Ppat"
"Snrpg",5.01124676183648e-35,0.319731177125035,0.652,0.469,1.68858970886842e-30,"3","Snrpg"
"Dock8",5.31555882717277e-35,0.462044315313067,0.283,0.163,1.79113070240414e-30,"3","Dock8"
"Adgrl21",5.88853315661258e-35,0.414754053442994,0.283,0.162,1.98420013245217e-30,"3","Adgrl2"
"Dnajc19",8.27470346930639e-35,0.3616201623,0.336,0.199,2.78824408101748e-30,"3","Dnajc19"
"Pde4d1",8.45481189709089e-35,0.329601837378098,0.548,0.371,2.84893341684375e-30,"3","Pde4d"
"Arl4a1",9.86984751527156e-35,0.443028150459394,0.311,0.184,3.32574381874591e-30,"3","Arl4a"
"Junb",1.0155852390897e-34,0.322355562364244,0.825,0.675,3.42211602163666e-30,"3","Junb"
"Utp14b",1.09922429050874e-34,0.440274038912943,0.259,0.145,3.70394616929825e-30,"3","Utp14b"
"Prpf38b",1.11235902900245e-34,0.351811597603906,0.452,0.289,3.74820498412666e-30,"3","Prpf38b"
"Ptms",1.26704876303149e-34,0.368750308845714,0.317,0.187,4.26944751191089e-30,"3","Ptms"
"Kdelr2",1.31159566492006e-34,0.321403083434522,0.505,0.327,4.41955275251464e-30,"3","Kdelr2"
"Exoc4",1.33076532771031e-34,0.357959489728314,0.466,0.304,4.48414684825265e-30,"3","Exoc4"
"Snrpa1",1.35048143728694e-34,0.375919349808644,0.358,0.217,4.55058225108208e-30,"3","Snrpa1"
"Mdh2",1.36187599645063e-34,0.320614329245339,0.643,0.453,4.58897735764004e-30,"3","Mdh2"
"Pdlim7",1.56925117599961e-34,0.388785295166814,0.335,0.201,5.28774876264829e-30,"3","Pdlim7"
"Magoh",1.62491916165833e-34,0.388762413906247,0.436,0.278,5.47532760712391e-30,"3","Magoh"
"Mmp141",1.68615576370813e-34,0.359124150113514,0.324,0.192,5.68167046139092e-30,"3","Mmp14"
"Acsl31",3.65355197302236e-34,0.39457767391759,0.34,0.205,1.23110087282962e-29,"3","Acsl3"
"Nup50",4.18305638642599e-34,0.344987389569322,0.402,0.249,1.4095226799701e-29,"3","Nup50"
"Fosb1",4.43195835888938e-34,0.413924257720624,0.43,0.282,1.49339268861137e-29,"3","Fosb"
"Romo11",4.57930762117219e-34,0.391765850935937,0.352,0.216,1.54304349603018e-29,"3","Romo1"
"Ndufb10",4.63556751774732e-34,0.316415950188123,0.424,0.266,1.56200083078014e-29,"3","Ndufb10"
"Dock1",4.96361712529372e-34,0.472536471863941,0.27,0.156,1.67254042653897e-29,"3","Dock1"
"Nfkb2",5.50467281902033e-34,0.402847953502861,0.281,0.162,1.85485455309709e-29,"3","Nfkb2"
"Pum2",6.35413940294669e-34,0.345481009382574,0.436,0.276,2.14109081321692e-29,"3","Pum2"
"Ctcf",7.89903093762758e-34,0.373883800021563,0.35,0.212,2.66165746474299e-29,"3","Ctcf"
"Psma4",8.15725660651626e-34,0.31154940119219,0.49,0.318,2.74866918613172e-29,"3","Psma4"
"Eif3l",8.37464861897166e-34,0.324045721526208,0.512,0.337,2.82192159864869e-29,"3","Eif3l"
"Senp1",9.64859747607657e-34,0.426269700674459,0.294,0.172,3.25119140553876e-29,"3","Senp1"
"Gem1",1.10892203982797e-33,0.325277966835723,0.334,0.202,3.73662370540432e-29,"3","Gem"
"Slc4a4",1.13363140621856e-33,0.406730975542027,0.26,0.147,3.81988438639406e-29,"3","Slc4a4"
"Meis11",1.1621891363201e-33,0.3545619560985,0.396,0.249,3.91611251374421e-29,"3","Meis1"
"Zfp326",1.41966398761172e-33,0.387595701908214,0.358,0.219,4.78369977265647e-29,"3","Zfp326"
"Slc25a241",1.48256189424804e-33,0.384260338961612,0.401,0.252,4.99564055885821e-29,"3","Slc25a24"
"Nfib",1.56043645716509e-33,0.333189479225496,0.522,0.349,5.25804668606348e-29,"3","Nfib"
"Ndufc2",1.58084533898088e-33,0.314198847064571,0.396,0.244,5.32681645422996e-29,"3","Ndufc2"
"Sdhb",1.63092978252215e-33,0.429953442678773,0.303,0.179,5.49558099518663e-29,"3","Sdhb"
"Phb2",1.63613880374429e-33,0.393165956829379,0.339,0.206,5.51313331309678e-29,"3","Phb2"
"Ndufa1",1.64618610381785e-33,0.401587939096933,0.261,0.147,5.54698869542463e-29,"3","Ndufa1"
"Trib12",2.19722636922001e-33,0.336312189684844,0.569,0.391,7.40377397372375e-29,"3","Trib1"
"Tapbp1",3.23396756923413e-33,0.363599171891309,0.367,0.227,1.08971771212913e-28,"3","Tapbp"
"Ndufv2",3.70794444412888e-33,0.344694561668379,0.354,0.215,1.24942895989367e-28,"3","Ndufv2"
"Bzw1",5.51076825969675e-33,0.28709131573336,0.736,0.55,1.85690847278742e-28,"3","Bzw1"
"Atrx1",7.10423146701492e-33,0.290739401654628,0.558,0.377,2.39384183512535e-28,"3","Atrx"
"Vps28",7.27108404780189e-33,0.351550745635257,0.302,0.177,2.45006448074733e-28,"3","Vps28"
"Erp291",1.01022464680602e-32,0.37216221241288,0.324,0.196,3.40405296987757e-28,"3","Erp29"
"Cyc1",1.26903499783477e-32,0.370864407160144,0.446,0.288,4.27614032870402e-28,"3","Cyc1"
"Tomm22",2.88824412246627e-32,0.379179161108517,0.352,0.216,9.73222739506233e-28,"3","Tomm22"
"Fbl",2.99909806686017e-32,0.386028847226331,0.302,0.18,1.0105760846092e-27,"3","Fbl"
"Fkbp4",3.27772332026654e-32,0.377423926014388,0.303,0.18,1.10446164999701e-27,"3","Fkbp4"
"Lpp1",3.85735556439079e-32,0.304712390346028,0.591,0.41,1.29977453097712e-27,"3","Lpp"
"Nop56",4.06244560805688e-32,0.315507145347268,0.534,0.361,1.36888167209085e-27,"3","Nop56"
"Dusp11",4.96107613182505e-32,0.355384288565545,0.489,0.329,1.67168421337977e-27,"3","Dusp1"
"Drap1",5.80589828837884e-32,0.369171612264299,0.34,0.208,1.95635548725213e-27,"3","Drap1"
"Odf2l",6.45533423606954e-32,0.382914783075803,0.304,0.182,2.17518942418599e-27,"3","Odf2l"
"Irf2bp2",7.78687558077381e-32,0.321529954438067,0.532,0.357,2.62386559569754e-27,"3","Irf2bp2"
"Tmem134",1.01938243170666e-31,0.33623038420631,0.3,0.178,3.43491104187875e-27,"3","Tmem134"
"Ube2m",1.17972271219828e-31,0.343448112479421,0.363,0.225,3.97519365102332e-27,"3","Ube2m"
"Snrnp70",1.20932620091593e-31,0.288668720097081,0.55,0.368,4.07494556660632e-27,"3","Snrnp70"
"Psma1",1.26419719554711e-31,0.358180520219346,0.384,0.242,4.25983887011553e-27,"3","Psma1"
"Ets1",1.47658237114629e-31,0.374293998582845,0.31,0.187,4.97549195781455e-27,"3","Ets1"
"Pa2g4",1.507155950299e-31,0.327394347774064,0.586,0.408,5.07851269012752e-27,"3","Pa2g4"
"Fos1",1.6716737160523e-31,0.284854803028201,0.751,0.589,5.63287175360984e-27,"3","Fos"
"Bax",1.80571187438525e-31,0.35052313633687,0.438,0.285,6.08452673192854e-27,"3","Bax"
"Itm2c",1.81260653253914e-31,0.426942731802406,0.279,0.165,6.10775897204388e-27,"3","Itm2c"
"Psmd11",2.42853864996846e-31,0.316649403195128,0.505,0.333,8.18320383493374e-27,"3","Psmd1"
"Hnrnph1",2.50477053194469e-31,0.304607160969081,0.616,0.438,8.44007478444082e-27,"3","Hnrnph1"
"Hnrnpf",3.38379379454714e-31,0.317092801294984,0.657,0.465,1.1402031570106e-26,"3","Hnrnpf"
"Pitpna1",3.57414034001167e-31,0.3306506177704,0.417,0.269,1.20434232897033e-26,"3","Pitpna"
"Sqle1",3.96968027380871e-31,0.417587178060153,0.284,0.168,1.33762346506258e-26,"3","Sqle"
"Rpl7l1",5.34712050406706e-31,0.366511013909912,0.399,0.256,1.80176572505044e-26,"3","Rpl7l1"
"Mydgf1",5.53533998350819e-31,0.31517162578999,0.385,0.242,1.86518816084292e-26,"3","Mydgf"
"Papss1",1.4536052589248e-30,0.408328276274722,0.264,0.155,4.89806828047299e-26,"3","Papss1"
"Ppa1",1.53880301187694e-30,0.398043540533717,0.276,0.162,5.18515062882054e-26,"3","Ppa1"
"Zfp36l21",1.6175550009675e-30,0.318893891892529,0.545,0.373,5.45051333126007e-26,"3","Zfp36l2"
"Piezo11",1.70300302123618e-30,0.351507720263169,0.345,0.214,5.73843898035744e-26,"3","Piezo1"
"Aprt",1.78229571234652e-30,0.356428125872336,0.405,0.262,6.00562363232285e-26,"3","Aprt"
"Ttll51",2.39872916310736e-30,0.405929787651609,0.288,0.173,8.08275778800657e-26,"3","Ttll5"
"Cttn",2.56632776734352e-30,0.398185327670608,0.286,0.171,8.64749804484074e-26,"3","Cttn"
"Ap2s1",2.68092905169283e-30,0.362513270611124,0.265,0.154,9.03365853258417e-26,"3","Ap2s1"
"Mgat21",2.80631334786968e-30,0.351022909850146,0.372,0.234,9.45615345698166e-26,"3","Mgat2"
"Rfx32",2.99500543339433e-30,0.296777495647073,0.375,0.235,1.00919703083655e-25,"3","Rfx3"
"Psmc5",3.01912161880173e-30,0.313860293456944,0.549,0.374,1.01732322067143e-25,"3","Psmc5"
"Brd3",3.24033535719472e-30,0.377199088810402,0.271,0.16,1.09186340196033e-25,"3","Brd3"
"Ylpm11",3.68983829686166e-30,0.35474147438205,0.367,0.231,1.24332791251051e-25,"3","Ylpm1"
"Asap11",4.02763909777295e-30,0.261353484566107,0.778,0.599,1.35715327038557e-25,"3","Asap1"
"Jmjd1c1",4.29056351881539e-30,0.310357492051977,0.543,0.373,1.44574828330003e-25,"3","Jmjd1c"
"Snx91",4.42992830996674e-30,0.281168718052273,0.457,0.296,1.49270864332639e-25,"3","Snx9"
"Lamtor21",4.53312595365178e-30,0.290848056457612,0.373,0.234,1.5274821213425e-25,"3","Lamtor2"
"Hdgf",4.78029435215845e-30,0.280267591886946,0.733,0.551,1.61076798490331e-25,"3","Hdgf"
"Itgav",5.02542903542677e-30,0.392838803726275,0.288,0.173,1.6933685677774e-25,"3","Itgav"
"Col4a11",5.34979458317157e-30,0.346342134504155,0.34,0.212,1.80266678274549e-25,"3","Col4a1"
"Parp8",6.13864507749604e-30,0.335771384686041,0.285,0.17,2.06847784531307e-25,"3","Parp8"
"Arf51",7.00507043889478e-30,0.31775212452784,0.435,0.284,2.36042853508999e-25,"3","Arf5"
"Wtap",7.00994904115917e-30,0.340776558540021,0.283,0.167,2.36207242890899e-25,"3","Wtap"
"Fmr1",7.84979714992768e-30,0.345717296869551,0.318,0.195,2.64506764763963e-25,"3","Fmr1"
"Taf151",7.85050007863029e-30,0.300925005088211,0.39,0.249,2.64530450649526e-25,"3","Taf15"
"Esyt21",8.89513925722778e-30,0.302960816230719,0.494,0.33,2.99730612411547e-25,"3","Esyt2"
"Adam101",8.96112748641958e-30,0.365872874449326,0.358,0.225,3.01954151782394e-25,"3","Adam10"
"Purb1",9.03631321552365e-30,0.308272049494187,0.584,0.408,3.04487610110285e-25,"3","Purb"
"Ptbp3",9.64168531661559e-30,0.325457504397643,0.461,0.307,3.24886228428679e-25,"3","Ptbp3"
"Psma7",1.09317384985287e-29,0.282249335917761,0.674,0.494,3.68355860446425e-25,"3","Psma7"
"Rgs17",1.31670231529682e-29,0.405047858407454,0.281,0.17,4.43676012162416e-25,"3","Rgs17"
"Tank",1.33777271537516e-29,0.356489365558529,0.381,0.244,4.50775894172812e-25,"3","Tank"
"Aff11",1.52086436213457e-29,0.280689191054796,0.405,0.26,5.12470455464865e-25,"3","Aff1"
"Pds5b",1.85110162263567e-29,0.297394353604343,0.47,0.313,6.23747202763315e-25,"3","Pds5b"
"Gtf2b",2.03438296739058e-29,0.308229907658938,0.388,0.246,6.8550568469193e-25,"3","Gtf2b"
"Mprip",2.1004162546826e-29,0.281409151528164,0.555,0.377,7.07756261177848e-25,"3","Mprip"
"Pdap1",2.24071722008654e-29,0.2729400630618,0.566,0.391,7.55032074480361e-25,"3","Pdap1"
"Uqcrfs1",2.87074488117943e-29,0.313931629984308,0.393,0.251,9.67326195162221e-25,"3","Uqcrfs1"
"Fus",3.35765661743457e-29,0.279983861634078,0.674,0.479,1.13139597381075e-24,"3","Fus"
"Aco2",3.98029844170476e-29,0.328566097581226,0.366,0.23,1.34120136291684e-24,"3","Aco2"
"Slc25a4",4.90079387874273e-29,0.286692528178686,0.695,0.512,1.65137150538115e-24,"3","Slc25a4"
"Prrc2a",5.07613693878461e-29,0.331670848197461,0.408,0.265,1.71045510289286e-24,"3","Prrc2a"
"Impdh2",5.10562142489591e-29,0.30838951059778,0.424,0.278,1.72039019533293e-24,"3","Impdh2"
"Etfa",6.1301815916522e-29,0.328894659328653,0.343,0.214,2.06562598912312e-24,"3","Etfa"
"Tmbim61",6.16563229972269e-29,0.298076943445312,0.635,0.453,2.07757145971456e-24,"3","Tmbim6"
"Mtch2",6.34132054707397e-29,0.38261661638972,0.294,0.178,2.13677137154205e-24,"3","Mtch2"
"Fut81",7.42121054912601e-29,0.356135044238194,0.348,0.219,2.5006511066335e-24,"3","Fut8"
"Gm578571",9.57531132048866e-29,0.359187993798169,0.288,0.175,3.22649690255186e-24,"3","Gm57857"
"Apbb21",1.2754613145119e-28,0.274447657584584,0.657,0.479,4.29779444537928e-24,"3","Apbb2"
"Cirbp",1.43432540981364e-28,0.364300439888147,0.262,0.155,4.83310290090804e-24,"3","Cirbp"
"Psmd3",1.45210563012744e-28,0.397404740230802,0.251,0.147,4.89301513127743e-24,"3","Psmd3"
"Mrps18a",1.47025753905856e-28,0.319045984314107,0.343,0.214,4.95417980361173e-24,"3","Mrps18a"
"Atp5mg",1.52413196597151e-28,0.267254266657211,0.553,0.38,5.13571507253759e-24,"3","Atp5mg"
"Septin11",1.60949163902334e-28,0.305472985992526,0.498,0.337,5.42334302685305e-24,"3","Septin11"
"Gm497741",1.71737404712185e-28,0.351720852600584,0.343,0.219,5.7868635891818e-24,"3","Gm49774"
"Naa35",1.83255015898945e-28,0.382607200206513,0.265,0.158,6.17496101573086e-24,"3","Naa35"
"Gatad1",1.9461145126739e-28,0.267408305026715,0.56,0.384,6.55762746190598e-24,"3","Gatad1"
"Tma7",1.95142621057866e-28,0.291089377179387,0.391,0.25,6.57552575916584e-24,"3","Tma7"
"Gar1",1.99461019099039e-28,0.333924451221447,0.343,0.214,6.72103849956122e-24,"3","Gar1"
"Eif4h",2.00603749917613e-28,0.302573409097335,0.468,0.314,6.75954395722388e-24,"3","Eif4h"
"Cux1",2.19946829487859e-28,0.301177496437045,0.414,0.27,7.4113283664229e-24,"3","Cux1"
"Plcb11",2.40552357572818e-28,0.346665277609887,0.286,0.174,8.10565224077369e-24,"3","Plcb1"
"Id21",2.43352217254388e-28,0.384943411464511,0.564,0.413,8.19999631260384e-24,"3","Id2"
"Hivep21",2.70809552197198e-28,0.327271035289664,0.346,0.219,9.12519867083677e-24,"3","Hivep2"
"Atp5f1d1",2.81251391559577e-28,0.259500260129334,0.566,0.387,9.47704688999149e-24,"3","Atp5f1d"
"Snrpd2",2.81792885739699e-28,0.25736946153098,0.445,0.289,9.49529307788491e-24,"3","Snrpd2"
"Bcap31",3.77742581274788e-28,0.308030270525961,0.385,0.246,1.27284140186352e-23,"3","Bcap31"
"Puf60",4.09772161609519e-28,0.294632274601317,0.345,0.216,1.38076827575943e-23,"3","Puf60"
"Grb2",4.19818310887758e-28,0.29088166415041,0.644,0.461,1.41461978036739e-23,"3","Grb2"
"Terf1",4.35183498438855e-28,0.404311683006434,0.269,0.162,1.46639431633957e-23,"3","Terf1"
"Rasal21",4.46334856256095e-28,0.334159523793441,0.332,0.209,1.50396993164054e-23,"3","Rasal2"
"Hmg20b",4.58043151275592e-28,0.394870357702615,0.258,0.154,1.54342220253823e-23,"3","Hmg20b"
"Mrps17",5.16636018921271e-28,0.338358034175531,0.358,0.228,1.74085672935711e-23,"3","Mrps17"
"Tln11",5.39239425670374e-28,0.2677665947888,0.482,0.323,1.81702116873889e-23,"3","Tln1"
"Glrx5",5.87839196206713e-28,0.334064969683017,0.283,0.171,1.98078295553814e-23,"3","Glrx5"
"Itm2b1",7.61761353962341e-28,0.28526364000721,0.438,0.291,2.5668310583115e-23,"3","Itm2b"
"Aldh21",8.29499527816758e-28,0.279191310049365,0.356,0.225,2.79508160893135e-23,"3","Aldh2"
"Elf2",8.29515624761465e-28,0.330736591603951,0.349,0.221,2.79513584919623e-23,"3","Elf2"
"Psmc2",8.49574502369617e-28,0.258998997562257,0.525,0.357,2.86272624318466e-23,"3","Psmc2"
"Bcl10",8.65027218790039e-28,0.327798964327395,0.317,0.197,2.91479571643491e-23,"3","Bcl10"
"Nenf",1.0260451535245e-27,0.290210882843682,0.401,0.259,3.45736174931614e-23,"3","Nenf"
"Mrps10",1.09497234534847e-27,0.340132663835041,0.279,0.168,3.68961881488622e-23,"3","Mrps10"
"Dnajc8",1.14845420689759e-27,0.262789534894545,0.374,0.236,3.86983129556212e-23,"3","Dnajc8"
"Thoc7",1.34488693002408e-27,0.332384368399842,0.283,0.171,4.53173099940915e-23,"3","Thoc7"
