"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nudt13",4.21608974120562e-36,0.583048156389516,0.254,0.166,1.42065359919664e-31,"0","Nudt13"
"Ebf1",5.65729813089143e-36,0.523655767714714,0.307,0.213,1.90628317818518e-31,"0","Ebf1"
"Srp72",3.11389867955218e-35,0.364814228892639,0.546,0.44,1.0492592990619e-30,"0","Srp72"
"Acsl4",6.91648044950968e-35,0.318119071950038,0.539,0.425,2.33057725226678e-30,"0","Acsl4"
"Chd1",2.41280575367992e-34,0.39346714649888,0.458,0.352,8.13019026759986e-30,"0","Chd1"
"Grina",2.69783452279283e-34,0.405715215507586,0.46,0.357,9.09062320800271e-30,"0","Grina"
"Rab10",4.0554272362681e-34,0.373071753098955,0.486,0.381,1.3665167615329e-29,"0","Rab10"
"Ecpas",5.31636455806981e-34,0.360155524242598,0.523,0.421,1.7914022014872e-29,"0","Ecpas"
"Phf23",5.35375631763754e-34,0.526041899531925,0.319,0.228,1.80400172879115e-29,"0","Phf23"
"Atp2b1",1.86728846785774e-33,0.276371751491353,0.711,0.602,6.29201522129346e-29,"0","Atp2b1"
"Mafg",2.04572732071482e-33,0.487475811484966,0.34,0.246,6.89328277988065e-29,"0","Mafg"
"Tgif1",4.84640529514659e-33,0.605582850636591,0.253,0.171,1.63304472825259e-28,"0","Tgif1"
"Kcnq5",5.13074895043218e-32,0.394912281245455,0.431,0.33,1.72885716633763e-27,"0","Kcnq5"
"Fip1l1",5.6251702694749e-32,0.337107424243103,0.531,0.431,1.89545737400226e-27,"0","Fip1l1"
"Yy1",1.36440370557872e-31,0.40870513881985,0.464,0.366,4.59749472631807e-27,"0","Yy1"
"Mmd",1.69512264548289e-31,0.446590911563579,0.347,0.255,5.71188526621916e-27,"0","Mmd"
"Ugp2",2.25711437800557e-31,0.384865562909758,0.447,0.346,7.60557260812755e-27,"0","Ugp2"
"Atf1",7.31276612361389e-31,0.429612819033077,0.39,0.297,2.46410967301294e-26,"0","Atf1"
"Ccdc88a",1.07298216838034e-30,0.31543149689889,0.558,0.454,3.61552071457439e-26,"0","Ccdc88a"
"Npepps",1.14490022339922e-30,0.578303755165229,0.264,0.184,3.85785579276602e-26,"0","Npepps"
"Cav1",2.24226347754316e-30,0.562954473082087,0.271,0.19,7.55553101392945e-26,"0","Cav1"
"Zfp52",4.23809627143365e-30,0.427568746646504,0.331,0.242,1.42806891962228e-25,"0","Zfp52"
"Rnasek",5.96969737348047e-30,0.297569160650441,0.581,0.481,2.01154922696798e-25,"0","Rnasek"
"Serpine1",2.51332630454759e-29,0.410585048590474,0.351,0.259,8.46890431580355e-25,"0","Serpine1"
"Cyp2c55",3.42498579219318e-29,0.45665616689782,0.314,0.228,1.15408321253741e-24,"0","Cyp2c55"
"Cd9",8.77991572842795e-29,0.359595660430413,0.475,0.381,2.95848040385108e-24,"0","Cd9"
"Ttc7",1.90222224657079e-28,0.499265181301323,0.29,0.208,6.40972808204494e-24,"0","Ttc7"
"Plpp3",3.37912082974052e-28,0.360669878520033,0.387,0.293,1.13862855478936e-23,"0","Plpp3"
"Dusp5",7.85452458436076e-28,0.502957580089154,0.321,0.237,2.6466606039462e-23,"0","Dusp5"
"Fam117b",8.54386548887594e-28,0.466219616024451,0.269,0.189,2.87894091513164e-23,"0","Fam117b"
"Vdac1",9.59289987845041e-28,0.310245103849203,0.508,0.412,3.23242354304265e-23,"0","Vdac1"
"Arhgap24",1.26703193214746e-27,0.473511715050301,0.303,0.221,4.26939079856407e-23,"0","Arhgap24"
"Klf7",5.48354963720101e-27,0.293673066520805,0.559,0.463,1.84773688575125e-22,"0","Klf7"
"Ifi202b",5.62904265937083e-27,0.358665783465016,0.414,0.323,1.8967622145016e-22,"0","Ifi202b"
"Atf7",7.239618409776e-27,0.362256785904765,0.395,0.306,2.43946181935812e-22,"0","Atf7"
"Txndc9",8.21987068276577e-27,0.30834770261961,0.508,0.412,2.76976762526475e-22,"0","Txndc9"
"Plaur",9.26657123982972e-27,0.397649029553227,0.356,0.271,3.12246384497302e-22,"0","Plaur"
"Sars1",1.46139176588276e-26,0.298474432511098,0.535,0.444,4.92430569431855e-22,"0","Sars1"
"Trib1",1.94124057103551e-26,0.338606143922499,0.486,0.394,6.54120422816124e-22,"0","Trib1"
"Xbp1",2.07253309731093e-26,0.390315405312274,0.363,0.275,6.98360752469892e-22,"0","Xbp1"
"Smurf2",1.18993258530373e-25,0.267686137983117,0.555,0.459,4.00959683943945e-21,"0","Smurf2"
"Rnf216",1.69069940248498e-25,0.377234981541099,0.395,0.308,5.6969807066134e-21,"0","Rnf216"
"Arhgap5",1.72256727551428e-25,0.32964455163364,0.475,0.384,5.80436269157292e-21,"0","Arhgap5"
"Stat3",2.52051069867683e-25,0.447465207362121,0.297,0.218,8.49311285026145e-21,"0","Stat3"
"Aatf",3.45537596465002e-25,0.443556673018578,0.269,0.193,1.16432348504847e-20,"0","Aatf"
"Prkcg",4.41005443122495e-25,0.530768730215635,0.252,0.179,1.48601194114556e-20,"0","Prkcg"
"Hnrnpc",4.6334458382659e-25,0.252712249686699,0.669,0.585,1.56128590966208e-20,"0","Hnrnpc"
"Ube2b",6.30314529923086e-25,0.291164981525431,0.575,0.483,2.12390784002883e-20,"0","Ube2b"
"Bzw2",7.90391274110573e-25,0.27516570264567,0.546,0.45,2.66330243724299e-20,"0","Bzw2"
"Rybp",1.85002578521598e-24,0.385381751209245,0.343,0.26,6.23384688586376e-20,"0","Rybp"
"Smyd3",2.27664348204312e-24,0.421655211698645,0.27,0.194,7.67137787709249e-20,"0","Smyd3"
"Dpy19l1",2.49901773909648e-24,0.434236826067432,0.26,0.186,8.42069017365951e-20,"0","Dpy19l1"
"Ccdc85b",2.52780608679902e-24,0.360462777090846,0.404,0.321,8.51769539007799e-20,"0","Ccdc85b"
"Axin1",5.33551201370727e-24,0.469790791088461,0.257,0.185,1.7978541281388e-19,"0","Axin1"
"Map2k1",6.69125766308244e-24,0.456734735684943,0.256,0.183,2.25468618215226e-19,"0","Map2k1"
"Ugdh",7.65720779883897e-24,0.260713152934938,0.53,0.437,2.58017273989678e-19,"0","Ugdh"
"Mir100hg",9.53732763304535e-24,0.307161341956976,0.366,0.281,3.21369791923096e-19,"0","Mir100hg"
"1600020E01Rik",2.98602161092461e-23,0.398377485684794,0.302,0.225,1.00616984201716e-18,"0","1600020E01Rik"
"Ywhah",3.51023424473968e-23,0.38715323992981,0.4,0.32,1.18280853110748e-18,"0","Ywhah"
"Sod2",4.18559244880912e-23,0.379133699167784,0.357,0.278,1.41037723155072e-18,"0","Sod2"
"Mxi1",1.15735375625519e-22,0.376437060845538,0.31,0.23,3.8998192170775e-18,"0","Mxi1"
"Robo3",1.16125567679346e-22,0.292845714537455,0.392,0.305,3.91296712852323e-18,"0","Robo3"
"Eif3d",1.3759109576525e-22,0.272383820567903,0.571,0.49,4.63626956290588e-18,"0","Eif3d"
"Agbl3",1.48366195901086e-22,0.379810927278841,0.258,0.186,4.99934733708299e-18,"0","Agbl3"
"Ltbp1",2.29648949489858e-22,0.354553649200991,0.322,0.245,7.73825100201026e-18,"0","Ltbp1"
"Gnl3",3.34082719914923e-22,0.297169601746776,0.494,0.414,1.12572513302533e-17,"0","Gnl3"
"Tex2",3.83413248347897e-22,0.374653709114019,0.278,0.204,1.29194928163308e-17,"0","Tex2"
"Ccni",7.71568205416506e-22,0.345244017177097,0.352,0.274,2.59987622497146e-17,"0","Ccni"
"Larp1",2.08773790172392e-21,0.309414466581481,0.408,0.325,7.03484163364893e-17,"0","Larp1"
"Wdr43",2.34942131463254e-21,0.31330872033099,0.394,0.314,7.9166100617858e-17,"0","Wdr43"
"Zbtb7a",3.54599195184109e-21,0.298224860732038,0.454,0.371,1.19485744809237e-16,"0","Zbtb7a"
"Ubn2",9.0155031970281e-21,0.287307974457453,0.446,0.363,3.03786395727059e-16,"0","Ubn2"
"Grsf1",9.19138814662803e-21,0.394152466741666,0.274,0.205,3.09713014988778e-16,"0","Grsf1"
"Rcor1",9.97906198580473e-21,0.350502212343422,0.367,0.29,3.36254472673676e-16,"0","Rcor1"
"Alkbh5",2.63784799363872e-20,0.296301639501721,0.384,0.304,8.88849259936504e-16,"0","Alkbh5"
"Baz1a",4.55444839335421e-20,0.3723816628082,0.339,0.268,1.53466693062464e-15,"0","Baz1a"
"Rrs1",8.55263604449303e-20,0.301572274566242,0.415,0.337,2.88189624155237e-15,"0","Rrs1"
"Zfp36l1",1.01859252180846e-19,0.259116498727173,0.519,0.433,3.43224936148577e-15,"0","Zfp36l1"
"Arf6",1.02537518720363e-19,0.348575232296135,0.345,0.274,3.45510423080136e-15,"0","Arf6"
"Fgfr1",1.72211492637749e-19,0.302575978824632,0.447,0.373,5.80283845592158e-15,"0","Fgfr1"
"Rab5a",1.97688716502944e-19,0.327007475783719,0.33,0.256,6.66131899128322e-15,"0","Rab5a"
"Exoc6b",2.35153183637133e-19,0.254172763093898,0.407,0.328,7.92372167583685e-15,"0","Exoc6b"
"Hipk2",2.59044993917196e-19,0.354120983082189,0.305,0.236,8.72878011503385e-15,"0","Hipk2"
"Dnajc21",3.18713537246979e-19,0.286049591037652,0.464,0.388,1.07393713510742e-14,"0","Dnajc21"
"Fnbp4",4.04848775681367e-19,0.361364869572254,0.353,0.283,1.36417843453593e-14,"0","Fnbp4"
"Zcchc10",4.52157214356747e-19,0.37351236351485,0.261,0.195,1.52358894949649e-14,"0","Zcchc10"
"Sh3kbp1",4.94169109767585e-19,0.282725511692252,0.42,0.345,1.66515223227285e-14,"0","Sh3kbp1"
"Nrn1",8.850229658453e-19,0.368042747521612,0.264,0.198,2.98217338571232e-14,"0","Nrn1"
"Pex39",8.97676348597825e-19,0.325205681103025,0.322,0.252,3.02481022423523e-14,"0","Pex39"
"Drg1",1.61954426307433e-18,0.309350432256729,0.375,0.303,5.45721634885528e-14,"0","Drg1"
"Cyrib",2.1970818538892e-18,0.296004375997461,0.426,0.354,7.40328701486505e-14,"0","Cyrib"
"Satb2",3.15922964558833e-18,0.359070691062074,0.3,0.233,1.06453402137744e-13,"0","Satb2"
"Prdm5",4.15319245875086e-18,0.334754069748287,0.267,0.201,1.39945973090069e-13,"0","Prdm5"
"Nav3",4.62100977827846e-18,0.396108482657695,0.33,0.265,1.55709545488871e-13,"0","Nav3"
"Kif21a",6.63223463197218e-18,0.380294884900799,0.292,0.229,2.23479778158935e-13,"0","Kif21a"
"Pik3r3",6.80079325079009e-18,0.277955265029268,0.478,0.402,2.29159529378623e-13,"0","Pik3r3"
"Ppp1cc",7.34534526462246e-18,0.346932621191001,0.383,0.315,2.47508754036718e-13,"0","Ppp1cc"
"Ino80",1.09066731262999e-17,0.360846941555104,0.306,0.241,3.675112576638e-13,"0","Ino80"
"Ep300",1.13171394218178e-17,0.295026525432263,0.393,0.323,3.81342329957573e-13,"0","Ep300"
"Bnip3l",1.25004932770639e-17,0.334278073749216,0.303,0.237,4.21216621463946e-13,"0","Bnip3l"
"Uqcc2",2.61427528792671e-17,0.255956293852306,0.454,0.383,8.80906201019784e-13,"0","Uqcc2"
"Cebpz",3.1238962901758e-17,0.325700148354734,0.298,0.232,1.05262809393764e-12,"0","Cebpz"
"Cd2ap",3.2028506332112e-17,0.331373891976524,0.344,0.279,1.07923254936684e-12,"0","Cd2ap"
"Kansl2",6.42798829521019e-17,0.349974350341887,0.315,0.25,2.16597493595403e-12,"0","Kansl2"
"Rprd2",8.65660828763123e-17,0.3982755862379,0.276,0.215,2.91693072860022e-12,"0","Rprd2"
"Nop14",1.04779537370094e-16,0.306982985156944,0.354,0.288,3.5306512912227e-12,"0","Nop14"
"Sdad1",1.04817921188554e-16,0.308361969144659,0.326,0.259,3.5319446723695e-12,"0","Sdad1"
"Rptor",1.30090303974423e-16,0.305948921833185,0.284,0.221,4.38352288272214e-12,"0","Rptor"
"Atad2b",1.4663839957675e-16,0.348161580846009,0.251,0.191,4.94112751213816e-12,"0","Atad2b"
"Pim3",1.47956069881685e-16,0.324505738775081,0.26,0.198,4.98552773073326e-12,"0","Pim3"
