"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ereg",2.88757309982645e-97,0.801407694149045,0.531,0.366,9.72996631717521e-93,"0","Ereg"
"Klf4",1.93444146754321e-95,0.517246185107685,0.763,0.63,6.51829396903359e-91,"0","Klf4"
"Antxr2",8.99918926261858e-92,0.986077537321218,0.356,0.211,3.03236681393196e-87,"0","Antxr2"
"Pid1",2.12657626762965e-90,0.576523011473664,0.638,0.474,7.16571139140487e-86,"0","Pid1"
"Cebpd",2.25914309030866e-90,1.11618763870139,0.274,0.145,7.61240855710407e-86,"0","Cebpd"
"Col1a1",1.40162727995168e-89,0.550039156129842,0.426,0.266,4.72292328252518e-85,"0","Col1a1"
"Gas1",1.28049741307214e-88,0.919438015781722,0.361,0.216,4.31476408308788e-84,"0","Gas1"
"Lima1",3.15795351585651e-88,0.827985893061691,0.442,0.292,1.06410401670301e-83,"0","Lima1"
"Naaladl2",4.40977223430261e-87,1.02639601041184,0.298,0.164,1.48591685207061e-82,"0","Naaladl2"
"Tmem176a",6.84368162607844e-84,0.781900967758713,0.539,0.393,2.30604696072339e-79,"0","Tmem176a"
"Ngf",2.85356485316712e-83,0.939474441053327,0.34,0.203,9.61537212923193e-79,"0","Ngf"
"Ahnak",5.76303909304692e-82,0.450863100181847,0.804,0.688,1.94191365279309e-77,"0","Ahnak"
"Basp1",7.79895081339874e-81,0.538553290063279,0.646,0.495,2.62793446608284e-76,"0","Basp1"
"Gm56906",3.21682347568647e-80,0.38426831699065,0.853,0.745,1.08394083836731e-75,"0","Gm56906"
"St3gal1",8.24453206944947e-80,0.674485059561584,0.504,0.356,2.77807752612169e-75,"0","St3gal1"
"Irf1",9.18651160184458e-80,0.876660799212073,0.35,0.213,3.09548694935755e-75,"0","Irf1"
"Sdc1",1.47783497390406e-79,0.98663833800038,0.265,0.143,4.97971272806712e-75,"0","Sdc1"
"Rbp1",2.58794777074221e-79,0.551759352312958,0.554,0.397,8.72034880829294e-75,"0","Rbp1"
"Frmd4a",5.94783772664018e-78,0.625387807774845,0.526,0.373,2.00418340036867e-73,"0","Frmd4a"
"Zfhx4",2.56448397439522e-77,0.721736221378328,0.491,0.345,8.64128520012215e-73,"0","Zfhx4"
"Cd44",6.30923805571358e-76,0.531935010004219,0.644,0.501,2.12596085525325e-71,"0","Cd44"
"Sparc",8.13479984747906e-75,0.601431706825411,0.476,0.325,2.74110215660654e-70,"0","Sparc"
"Ank",3.17060801738928e-74,0.799388542459634,0.399,0.262,1.06836807753949e-69,"0","Ank"
"Nrip1",8.12369758091099e-74,0.489918218356309,0.679,0.541,2.73736113686377e-69,"0","Nrip1"
"Tnfaip6",6.0956215552055e-73,0.785443101183643,0.4,0.263,2.05398063924205e-68,"0","Tnfaip6"
"Sema3a",6.67631494215358e-73,0.956434404299142,0.27,0.151,2.24965108290807e-68,"0","Sema3a"
"Mmd",4.52176055259017e-72,0.760004010160925,0.389,0.25,1.52365243580078e-67,"0","Mmd"
"Eml1",6.91015418414028e-71,0.764627487332735,0.338,0.206,2.32844555388791e-66,"0","Eml1"
"Phlda1",7.716787179346e-71,0.454710184889661,0.728,0.596,2.60024860795243e-66,"0","Phlda1"
"Sgk1",4.48744016923704e-70,0.654811499026013,0.496,0.36,1.51208783942611e-65,"0","Sgk1"
"Ugdh",1.52876043301814e-68,0.574398184609862,0.569,0.438,5.15131115509793e-64,"0","Ugdh"
"C3",8.86496602121008e-68,0.812957406145029,0.378,0.25,2.98713895050695e-63,"0","C3"
"Slpi",8.94664907404604e-68,0.402284056255234,0.649,0.512,3.01466287199055e-63,"0","Slpi"
"Tspo",1.49269859084854e-67,0.396524058889907,0.768,0.638,5.02979717172325e-63,"0","Tspo"
"2610035D17Rik",2.10358183166232e-67,0.669417312739584,0.408,0.273,7.08822933996934e-63,"0","2610035D17Rik"
"Tanc2",2.82056212557443e-67,0.492334552682318,0.625,0.492,9.50416613833561e-63,"0","Tanc2"
"Cdk14",6.14312775439015e-67,0.493648312277956,0.666,0.536,2.0699883281193e-62,"0","Cdk14"
"Tm4sf1",8.33511034654957e-67,0.605639686702159,0.45,0.309,2.80859878237334e-62,"0","Tm4sf1"
"Col3a1",1.83677379008709e-66,0.798333848271727,0.272,0.158,6.18919296307747e-62,"0","Col3a1"
"Tpm1",2.82438881701907e-66,0.408356241527525,0.642,0.492,9.51706055782747e-62,"0","Tpm1"
"Ptprs",2.83302921149397e-66,0.658812802173481,0.409,0.274,9.54617523105009e-62,"0","Ptprs"
"Marcksl1",1.81233626095035e-65,0.674253247641107,0.406,0.276,6.10684826489831e-61,"0","Marcksl1"
"Plpp3",3.88359261473343e-65,0.662092431984713,0.425,0.291,1.30861536746058e-60,"0","Plpp3"
"Ccl2",1.46922912248337e-63,0.325391446398342,0.526,0.377,4.95071445111998e-59,"0","Ccl2"
"Srsf3",1.52943980350671e-63,0.404237169296598,0.663,0.51,5.1536003618962e-59,"0","Srsf3"
"Abcb1b",2.1525804134194e-62,0.483622278984426,0.663,0.542,7.253334961058e-58,"0","Abcb1b"
"Vegfa",1.11772405537947e-61,0.343712922045846,0.82,0.717,3.76628297700667e-57,"0","Vegfa"
"Pitpnc1",4.13013817377555e-61,0.640242273626517,0.412,0.279,1.39169135903541e-56,"0","Pitpnc1"
"Fkbp11",5.15037614867618e-61,0.524687102839369,0.504,0.37,1.73547074705793e-56,"0","Fkbp11"
"Wls",1.26053515094129e-60,0.474509875170787,0.66,0.537,4.24749924461176e-56,"0","Wls"
"Junos",1.32466453139519e-60,0.744400078140188,0.343,0.223,4.46358960498925e-56,"0","Junos"
"Maml3",5.83704663331255e-60,0.528915611924853,0.539,0.403,1.966851233561e-55,"0","Maml3"
"Actn1",6.82316984286251e-60,0.635423088471745,0.429,0.302,2.29913531025095e-55,"0","Actn1"
"Fstl1",7.47983195700225e-60,0.744234589521951,0.298,0.184,2.52040417623148e-55,"0","Fstl1"
"Prkca",1.55486435158815e-59,0.469532317667166,0.637,0.514,5.23927091911143e-55,"0","Prkca"
"Jun",4.45415310955378e-59,0.342514822062733,0.785,0.67,1.50087143179524e-54,"0","Jun"
"Nr4a1",1.85423861720292e-57,0.595161770693083,0.455,0.327,6.24804244452697e-53,"0","Nr4a1"
"Serpinf1",1.95916947088128e-57,0.834679396076973,0.297,0.188,6.60161744908158e-53,"0","Serpinf1"
"Tgfbr3",4.62103587337954e-57,0.617034454330341,0.483,0.358,1.55710424789397e-52,"0","Tgfbr3"
"Nav1",5.33569225965943e-57,0.67436740108458,0.385,0.263,1.79791486381484e-52,"0","Nav1"
"Pde4d",9.0765109179037e-57,0.525778169828791,0.501,0.373,3.05842111889683e-52,"0","Pde4d"
"Hcfc1r1",1.1109237339317e-56,0.420794359452095,0.629,0.507,3.74336861385627e-52,"0","Hcfc1r1"
"Gm10701",2.70162168551118e-56,0.613345396402111,0.344,0.223,9.10338443149849e-52,"0","Gm10701"
"Prrx1",3.55383422417716e-56,0.461429671995816,0.622,0.493,1.19749998017874e-51,"0","Prrx1"
"Pik3r3",9.35594083190302e-55,0.528164400474379,0.526,0.401,3.15257782271804e-50,"0","Pik3r3"
"Plcb1",1.20385689822892e-54,0.814053606281181,0.274,0.169,4.05651620427218e-50,"0","Plcb1"
"Notch2",1.57464810842889e-54,0.642936425177499,0.391,0.272,5.30593426616199e-50,"0","Notch2"
"Atox1",2.42663574555542e-54,0.505492458613741,0.533,0.41,8.17679180822353e-50,"0","Atox1"
"Cpq",5.12914747945718e-54,0.71668586881124,0.332,0.222,1.72831753467789e-49,"0","Cpq"
"Map4k4",2.35957135842881e-53,0.4429060868733,0.62,0.499,7.95081164936174e-49,"0","Map4k4"
"Arpc1b",1.56721280314326e-52,0.323882990545889,0.716,0.578,5.28088026147154e-48,"0","Arpc1b"
"Camk2d",3.38155599487818e-52,0.540004554472667,0.551,0.437,1.13944910803415e-47,"0","Camk2d"
"Rbms1",3.51825171579138e-52,0.425533348226163,0.664,0.555,1.18551009815306e-47,"0","Rbms1"
"Ier3",1.3239058931682e-51,0.271639275875522,0.856,0.769,4.46103329761957e-47,"0","Ier3"
"Bacc1",2.4001293981605e-51,0.669325628177023,0.406,0.294,8.08747602004163e-47,"0","Bacc1"
"Aff4",8.8839968271338e-51,0.384807673404012,0.687,0.577,2.99355157087101e-46,"0","Aff4"
"Asap1",5.95772035535859e-50,0.381899983960403,0.721,0.606,2.00751345094163e-45,"0","Asap1"
"Nbea",6.25567914884875e-50,0.499011211515171,0.506,0.383,2.10791364599608e-45,"0","Nbea"
"Csf1",8.37720055449143e-50,0.490697156953069,0.521,0.404,2.82278149884143e-45,"0","Csf1"
"Xdh",1.00515966155023e-49,0.645937020831814,0.394,0.28,3.38698599555966e-45,"0","Xdh"
"Cfap299",1.98527516879955e-49,0.537496447954377,0.438,0.319,6.68958320878695e-45,"0","Cfap299"
"Nedd4",2.5882967724355e-49,0.341714472880424,0.784,0.682,8.72152480439865e-45,"0","Nedd4"
"Nrg1",4.40730814236341e-49,0.70871097743457,0.393,0.282,1.48508655165077e-44,"0","Nrg1"
"Fut8",1.25810477926902e-48,0.693514630531708,0.322,0.217,4.23930986422489e-44,"0","Fut8"
"Srrm2",1.57754566963021e-48,0.288276161613162,0.87,0.784,5.31569788838596e-44,"0","Srrm2"
"Ltbp1",4.17896492799821e-48,0.604104276187989,0.355,0.243,1.40814402213828e-43,"0","Ltbp1"
"Cyrib",1.4560081835347e-47,0.49172294082854,0.47,0.352,4.90616517523853e-43,"0","Cyrib"
"Pdzrn3",1.82849375576825e-47,0.749001344568775,0.256,0.16,6.16129255943669e-43,"0","Pdzrn3"
"Zeb1",2.69948918353864e-47,0.505321659110193,0.486,0.372,9.0961987528518e-43,"0","Zeb1"
"Ifrd1",4.65991939648434e-47,0.316827449776194,0.725,0.618,1.57020643983936e-42,"0","Ifrd1"
"Tmem176b",7.12323804958894e-47,0.526344223322772,0.599,0.494,2.40024629318949e-42,"0","Tmem176b"
"Gm20186",8.08264692199096e-47,0.471343926630278,0.589,0.475,2.72352870683407e-42,"0","Gm20186"
"Lpp",1.17554565096181e-46,0.473701477019031,0.53,0.416,3.96111862548092e-42,"0","Lpp"
"Nab1",2.02818150941932e-46,0.721002080089793,0.284,0.185,6.83416041413933e-42,"0","Nab1"
"Fbxl17",2.09436528914579e-46,0.562600040706496,0.405,0.294,7.05717327830564e-42,"0","Fbxl17"
"Il11",2.46744303697795e-46,0.490423429576552,0.337,0.225,8.31429605740091e-42,"0","Il11"
"Anxa1",2.58946988866297e-45,0.383674281526987,0.703,0.593,8.72547773683875e-41,"0","Anxa1"
"Gm49774",3.48541186125038e-45,0.669823235476375,0.32,0.218,1.17444438076693e-40,"0","Gm49774"
"Celf2",1.08513994995994e-44,0.624297706092436,0.317,0.215,3.65648757538501e-40,"0","Celf2"
"Enah",1.10994776822819e-44,0.641678081491048,0.328,0.225,3.74007999982171e-40,"0","Enah"
"Dock7",1.13808044278788e-44,0.458128610390786,0.522,0.411,3.83487586001803e-40,"0","Dock7"
"Magi3",1.65151988080974e-44,0.382852978150215,0.669,0.569,5.56496139037649e-40,"0","Magi3"
"Inhba",8.86567319139161e-44,0.550360653071487,0.368,0.259,2.98737723857132e-39,"0","Inhba"
"Sptbn1",1.1709275127534e-43,0.372100597218763,0.672,0.566,3.94555734697386e-39,"0","Sptbn1"
"Sox4",1.74507356815293e-43,0.321974101351809,0.751,0.653,5.8801998952481e-39,"0","Sox4"
"Pbx1",2.04781896021929e-43,0.781433299438626,0.253,0.162,6.90033076835493e-39,"0","Pbx1"
"Gdnf",3.16782631694104e-43,0.611387412636973,0.325,0.222,1.06743075575645e-38,"0","Gdnf"
"Clic1",4.75073093621959e-43,0.397779254630798,0.608,0.493,1.60080629626855e-38,"0","Clic1"
"Uap1",2.07398069350339e-42,0.648636589133399,0.305,0.207,6.98848534482902e-38,"0","Uap1"
"Sh3kbp1",2.47371604282601e-42,0.499197921982632,0.456,0.344,8.33543357790653e-38,"0","Sh3kbp1"
"Nrp2",4.17385612947939e-42,0.576830619391869,0.424,0.321,1.40642256138938e-37,"0","Nrp2"
"Zfpm2",1.80654305254243e-41,0.444176291361484,0.557,0.451,6.08732746984697e-37,"0","Zfpm2"
"Ank3",1.05595874150582e-40,0.62795768397687,0.286,0.192,3.55815857537801e-36,"0","Ank3"
"Eid1",1.12250982390096e-40,0.450896476381328,0.492,0.382,3.78240910261669e-36,"0","Eid1"
"Csrp2",1.53735845192106e-40,0.64453670110861,0.327,0.23,5.18028303959321e-36,"0","Csrp2"
"Fggy",4.36749814138483e-40,0.556896043045955,0.294,0.196,1.47167217372103e-35,"0","Fggy"
"Eps8",4.7311771799044e-40,0.653232221807591,0.314,0.219,1.59421746254059e-35,"0","Eps8"
"Pakap.1",5.2852217889244e-40,0.39609378179312,0.613,0.509,1.78090833399596e-35,"0","Pakap.1"
"Elk3",8.66684873879575e-40,0.661177479004293,0.277,0.185,2.92038135102462e-35,"0","Elk3"
"Sdc2",1.1170159373965e-39,0.611263948646089,0.345,0.247,3.76389690265125e-35,"0","Sdc2"
"H3f3a",1.20250799865662e-39,0.324976788695057,0.713,0.61,4.05197095227335e-35,"0","H3f3a"
"Pold4",1.28651691289336e-39,0.419718387098271,0.61,0.521,4.33504738968547e-35,"0","Pold4"
"Mmp14",1.32712588328793e-39,0.595035770843228,0.287,0.193,4.47188337632702e-35,"0","Mmp14"
"Gpr39",1.364490205585e-39,0.611519867171125,0.288,0.193,4.59778619673921e-35,"0","Gpr39"
"Ppm1l",1.72289921234366e-39,0.573269117742395,0.367,0.268,5.8054811859132e-35,"0","Ppm1l"
"Zbtb7a",3.07286808252707e-39,0.45160088865307,0.479,0.375,1.03543362908832e-34,"0","Zbtb7a"
"Dynll1",5.03449705397689e-39,0.316064243441138,0.691,0.585,1.69642412730805e-34,"0","Dynll1"
"Nav2",5.0697322246429e-39,0.429729653532531,0.542,0.435,1.70829697041567e-34,"0","Nav2"
"Arhgap22",5.14547191079805e-39,0.654488900027495,0.332,0.239,1.73381821506251e-34,"0","Arhgap22"
"Grip1",5.72032166195015e-39,0.676783725305008,0.27,0.18,1.92751958721072e-34,"0","Grip1"
"Tnfaip2",1.06336048413408e-38,0.613990391444552,0.33,0.235,3.58309948733819e-34,"0","Tnfaip2"
"Sik3",3.572983238577e-38,0.517796672525017,0.384,0.286,1.20395243207091e-33,"0","Sik3"
"Smad3",4.54281238700988e-38,0.596157378443201,0.3,0.207,1.53074606192685e-33,"0","Smad3"
"Ndufv3",1.03231013727044e-37,0.464804586975512,0.414,0.31,3.47847223854647e-33,"0","Ndufv3"
"Psap",1.23506909235101e-37,0.411098057900596,0.6,0.507,4.16168881358595e-33,"0","Psap"
"Man1a",1.59748636785833e-37,0.626184814575645,0.311,0.22,5.38289006513544e-33,"0","Man1a"
"Mark3",2.08021575218408e-37,0.545743185417416,0.389,0.293,7.00949499855948e-33,"0","Mark3"
"Trrap",2.25758465781592e-37,0.461218797804358,0.466,0.361,7.60715726297654e-33,"0","Trrap"
"Tubb2a",8.46316926238485e-37,0.626609173534883,0.308,0.218,2.8517495146532e-32,"0","Tubb2a"
"Emp1",1.03495884573195e-36,0.484885466632409,0.454,0.353,3.48739732657838e-32,"0","Emp1"
"Sfpq",2.44154410338367e-36,0.38069443307259,0.564,0.457,8.2270270107616e-32,"0","Sfpq"
"Nfat5",3.35732064231717e-36,0.436472674347736,0.539,0.439,1.13128276363519e-31,"0","Nfat5"
"Itga5",4.75068831030323e-36,0.652412006916599,0.291,0.203,1.60079193303977e-31,"0","Itga5"
"Mgat2",6.95487156340144e-36,0.543545475052523,0.33,0.236,2.34351352200375e-31,"0","Mgat2"
"Abca1",7.39409617107859e-36,0.616184766575945,0.296,0.205,2.49151464580664e-31,"0","Abca1"
"Flnb",1.22622416755303e-35,0.446709851671853,0.427,0.325,4.13188495498669e-31,"0","Flnb"
"Ptges",1.64548485001362e-35,0.451509859358102,0.437,0.338,5.54462575060588e-31,"0","Ptges"
"Rab21",3.54172717084992e-35,0.529008134124516,0.386,0.291,1.19342038748959e-30,"0","Rab21"
"Cyp1b1",3.7582502865417e-35,0.59634436308793,0.284,0.195,1.26638001655309e-30,"0","Cyp1b1"
"Pttg1ip",8.34380134674795e-35,0.517413936060007,0.347,0.25,2.81152730180019e-30,"0","Pttg1ip"
"Trio",1.1481288958884e-34,0.429197266930093,0.47,0.372,3.86873512758557e-30,"0","Trio"
"Chd4",2.15776404544922e-34,0.31674870160403,0.684,0.59,7.27080172754569e-30,"0","Chd4"
"Crim1",2.28041366964852e-34,0.693057346715725,0.255,0.174,7.68408190124767e-30,"0","Crim1"
"Spred2",2.66917539708273e-34,0.495374848145952,0.402,0.306,8.99405341800998e-30,"0","Spred2"
"Mast2",6.19966927851496e-34,0.383236972022261,0.544,0.447,2.0890405600884e-29,"0","Mast2"
"Zswim6",7.29293794370748e-34,0.483474076829535,0.404,0.309,2.45742836951167e-29,"0","Zswim6"
"Srsf5",6.91113370206642e-33,0.327788911595893,0.631,0.537,2.3287756122483e-28,"0","Srsf5"
"Lrp1",1.72070945714441e-32,0.552962424936774,0.303,0.217,5.79810258679381e-28,"0","Lrp1"
"Eml4",2.00846933752228e-32,0.442609214733898,0.4,0.303,6.76773827971508e-28,"0","Eml4"
"Klf6",2.1199820410333e-32,0.643089949589311,0.294,0.211,7.1434914854658e-28,"0","Klf6"
"Aff1",6.40135033978625e-32,0.54775752989592,0.351,0.264,2.15699901049437e-27,"0","Aff1"
"Pcolce",7.42521818835316e-32,0.529517976544212,0.3,0.215,2.50200152074748e-27,"0","Pcolce"
"Elob",1.2480911745065e-31,0.267895185428913,0.707,0.605,4.20556802161711e-27,"0","Elob"
"Rnasek",3.38396576963261e-31,0.34323182541108,0.582,0.49,1.1402611057354e-26,"0","Rnasek"
"Tbc1d5",3.67359022739797e-31,0.435918046093375,0.392,0.297,1.23785296302402e-26,"0","Tbc1d5"
"Atxn1",1.01494766017379e-30,0.451474585074338,0.415,0.323,3.41996763572161e-26,"0","Atxn1"
"Rwdd1",1.27462791248639e-30,0.377388226812141,0.539,0.448,4.29498621391414e-26,"0","Rwdd1"
"Wwtr1",1.67706115984864e-30,0.421974400252642,0.459,0.367,5.65102528422598e-26,"0","Wwtr1"
"Thsd7a",4.17819898774715e-30,0.523818123938351,0.274,0.192,1.40788593091128e-25,"0","Thsd7a"
"Uqcr11",4.46658258216681e-30,0.518673272465013,0.315,0.233,1.50505966688693e-25,"0","Uqcr11"
"Twist2",4.57216119989893e-30,0.613911881394713,0.288,0.21,1.54063543791794e-25,"0","Twist2"
"Marcks",5.37561839509001e-30,0.450829255330037,0.364,0.274,1.81136837440953e-25,"0","Marcks"
"Dbi",7.1110483361811e-30,0.473213424389271,0.331,0.247,2.39613884735958e-25,"0","Dbi"
"Acsl4",7.77348126343898e-30,0.358412447328196,0.53,0.436,2.6193522465284e-25,"0","Acsl4"
"Krcc1",8.15177096783021e-30,0.49426976013296,0.296,0.213,2.74682074532007e-25,"0","Krcc1"
"Macf1",9.1758503819732e-30,0.33356349959038,0.547,0.455,3.09189454470969e-25,"0","Macf1"
"Wnk1",9.42848937752485e-30,0.364830754389005,0.553,0.459,3.17702378065077e-25,"0","Wnk1"
"Myo1b",2.204633359953e-29,0.46231716569472,0.375,0.288,7.42873256969763e-25,"0","Myo1b"
"Cacna2d1",5.69717974112383e-29,0.312390247537845,0.577,0.482,1.91972168556909e-24,"0","Cacna2d1"
"Bptf",1.60857279730588e-28,0.252784259214592,0.73,0.653,5.4202468978019e-24,"0","Bptf"
"Gulp1",1.65472225063878e-28,0.572941202264202,0.282,0.204,5.57575209575243e-24,"0","Gulp1"
"Tiam2",2.00914989933531e-28,0.484720042431166,0.359,0.275,6.77003150080026e-24,"0","Tiam2"
"Lncpint",2.49728464629326e-28,0.576804064013728,0.255,0.179,8.41485034414977e-24,"0","Lncpint"
"Micos13",2.010039579493e-27,0.388959636848549,0.45,0.363,6.77302936705962e-23,"0","Micos13"
"Ppp1r10",2.13488098738823e-27,0.28955631784881,0.606,0.511,7.19369497510337e-23,"0","Ppp1r10"
"Jmjd1c",2.23636378635838e-27,0.383818522236121,0.471,0.382,7.5356514145132e-23,"0","Jmjd1c"
"Tcim",2.37225890339019e-27,0.432594597254131,0.317,0.234,7.99356360086358e-23,"0","Tcim"
"Ywhab",2.38318904099169e-27,0.349394247109593,0.509,0.416,8.0303937925256e-23,"0","Ywhab"
"Dusp1",5.21832773247097e-27,0.403721334848398,0.424,0.337,1.75836771273342e-22,"0","Dusp1"
"Ptgs1",6.48356433762912e-27,0.498497151341821,0.323,0.244,2.18470183920751e-22,"0","Ptgs1"
"Ell2",7.45333394395366e-27,0.495031537303841,0.323,0.243,2.51147540575463e-22,"0","Ell2"
"Gng10",9.96484690824958e-27,0.441478211807179,0.327,0.245,3.35775481420378e-22,"0","Gng10"
"Laptm4a",1.26337564384918e-26,0.309209050969623,0.603,0.515,4.25707056951419e-22,"0","Laptm4a"
"Ttc39c",1.35719377772544e-26,0.507414056005436,0.305,0.228,4.57320015342366e-22,"0","Ttc39c"
"Zbtb20",2.6642625806628e-26,0.308243115980027,0.583,0.497,8.97749919180138e-22,"0","Zbtb20"
"Nfix",2.94514797098252e-26,0.487056010534059,0.318,0.239,9.9239706030227e-22,"0","Nfix"
"Zmiz1",3.44883359079997e-26,0.40866848501053,0.398,0.311,1.16211896675596e-21,"0","Zmiz1"
"Prrc2c",4.44626299747249e-26,0.250985138196881,0.758,0.69,1.49821277962833e-21,"0","Prrc2c"
"Arl4c",4.49806098482186e-26,0.401272036388037,0.357,0.274,1.51566662944557e-21,"0","Arl4c"
"Ndufa7",5.6558186875958e-26,0.348869157397326,0.505,0.421,1.90578466497228e-21,"0","Ndufa7"
"Wwox",5.74417630425217e-26,0.467202796867636,0.323,0.243,1.93555764748081e-21,"0","Wwox"
"Ndufa4",5.78488006849383e-26,0.258168263132853,0.667,0.579,1.94927318787968e-21,"0","Ndufa4"
"S100a16",7.57529883183708e-26,0.490551243244301,0.319,0.24,2.55257269437582e-21,"0","S100a16"
"Evl",8.90376154624418e-26,0.48712368329792,0.326,0.248,3.00021149062244e-21,"0","Evl"
"Hif1a",9.64696859776963e-26,0.448272652792836,0.394,0.313,3.25064253870445e-21,"0","Hif1a"
"Atp6v0c",1.02010577903946e-25,0.31602855260012,0.525,0.436,3.43734843305138e-21,"0","Atp6v0c"
"Galk1",1.080682560135e-25,0.477560629006856,0.309,0.231,3.64146795463091e-21,"0","Galk1"
"Adam10",1.39660355405861e-25,0.456175674041219,0.307,0.23,4.70599533575589e-21,"0","Adam10"
"Eif6",1.7638539096126e-25,0.345553416868442,0.45,0.364,5.94348213383063e-21,"0","Eif6"
"Ebf1",2.36388355993889e-25,0.508792994882624,0.298,0.22,7.96534204357009e-21,"0","Ebf1"
"Hivep2",2.41137416833888e-25,0.536140068943294,0.298,0.223,8.1253663976347e-21,"0","Hivep2"
"Ccl7",2.60511023024623e-25,0.37329111970437,0.258,0.184,8.7781794318377e-21,"0","Ccl7"
"S100a13",4.412165208641e-25,0.515658450954532,0.296,0.223,1.48672318870367e-20,"0","S100a13"
"Phtf1",6.69258361140044e-25,0.397391569011312,0.437,0.353,2.25513297369749e-20,"0","Phtf1"
"Rhob",2.10947979538037e-24,0.317129039588446,0.493,0.409,7.1081031185137e-20,"0","Rhob"
"4933436I20Rik",2.61893368496609e-24,0.468353079823167,0.322,0.247,8.82475894486174e-20,"0","4933436I20Rik"
"Zbtb38",3.00995210350587e-24,0.482040635694361,0.309,0.235,1.01423346079734e-19,"0","Zbtb38"
"Trip12",3.06382252606834e-24,0.321576494258624,0.516,0.431,1.03238563838399e-19,"0","Trip12"
"Top1",3.77431016438163e-24,0.311084188327794,0.595,0.517,1.27179155299003e-19,"0","Top1"
