"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slpi",5.13598080608229e-91,0.43614646392271,0.673,0.507,1.73062009241749e-86,"0","Slpi"
"Oaf",8.71223437306949e-91,0.679380389020786,0.549,0.383,2.93567449434949e-86,"0","Oaf"
"Timp2",1.05407101739369e-90,0.65012773299425,0.59,0.42,3.55179770020977e-86,"0","Timp2"
"Pitpnc1",2.98060029640463e-89,0.75303295065032,0.437,0.274,1.0043430758765e-84,"0","Pitpnc1"
"Ank",1.02062174728809e-88,0.845297352224215,0.413,0.259,3.43908703966194e-84,"0","Ank"
"Frmd4a",2.15765491161024e-88,0.640705822368993,0.54,0.371,7.27043399016187e-84,"0","Frmd4a"
"Cd44",6.08938045961361e-88,0.563508557734542,0.659,0.498,2.0518776396714e-83,"0","Cd44"
"Tm4sf1",2.23695194327825e-87,0.688901436189585,0.469,0.305,7.53763326807038e-83,"0","Tm4sf1"
"Zfhx4",4.16719957694297e-85,0.733902611966695,0.502,0.343,1.4041795694467e-80,"0","Zfhx4"
"Jun",4.40988636657701e-83,0.408342722451788,0.801,0.667,1.48595531008179e-78,"0","Jun"
"Tspo",1.33871688512365e-82,0.436574324123987,0.781,0.636,4.51094041611265e-78,"0","Tspo"
"Atox1",3.33257623541032e-82,0.611980001949224,0.56,0.405,1.12294488828386e-77,"0","Atox1"
"Sgk1",5.78508852187466e-82,0.69802504271906,0.51,0.358,1.94934342833088e-77,"0","Sgk1"
"Pde4d",8.95253737888513e-82,0.626198567610262,0.525,0.368,3.01664699518913e-77,"0","Pde4d"
"Serpinf1",1.23764502503083e-81,0.955436192505997,0.317,0.184,4.17036867634389e-77,"0","Serpinf1"
"Srsf3",4.77597460638809e-81,0.456432905421514,0.679,0.507,1.60931240336853e-76,"0","Srsf3"
"Tpm1",5.19496263783767e-81,0.440622172381478,0.658,0.489,1.75049461044578e-76,"0","Tpm1"
"Vegfa",3.90931886469394e-80,0.394834643463601,0.834,0.714,1.31728408464727e-75,"0","Vegfa"
"Naaladl2",2.1785279554857e-79,0.948195690485854,0.295,0.165,7.34076779880461e-75,"0","Naaladl2"
"Marcksl1",4.66810290962414e-79,0.738438595569408,0.419,0.273,1.57296395642695e-74,"0","Marcksl1"
"Pik3r3",3.57940656240012e-78,0.610481676344955,0.55,0.395,1.20611683526635e-73,"0","Pik3r3"
"Nr4a1",4.97039903608003e-78,0.669191821965348,0.476,0.322,1.67482565919753e-73,"0","Nr4a1"
"2610035D17Rik",2.33680177039339e-77,0.705429117951551,0.42,0.27,7.87408724551755e-73,"0","2610035D17Rik"
"Il11",3.09201802635884e-77,0.670861218097608,0.364,0.219,1.04188639416188e-72,"0","Il11"
"Inhba",3.57838266882226e-77,0.767009951302732,0.398,0.253,1.20577182408635e-72,"0","Inhba"
"Tmem176a",4.31805154435634e-77,0.73048959400358,0.539,0.393,1.45501064838631e-72,"0","Tmem176a"
"Wls",8.73014014736704e-77,0.531401155368756,0.674,0.535,2.9417080240568e-72,"0","Wls"
"Ccl2",1.10756812304454e-75,0.359910253169539,0.541,0.374,3.73206154741089e-71,"0","Ccl2"
"Ahnak",2.40727956158795e-75,0.438517536786797,0.804,0.689,8.11156921072676e-71,"0","Ahnak"
"Pdzrn3",2.03222566559039e-74,0.893426554383355,0.278,0.155,6.84778760277338e-70,"0","Pdzrn3"
"Ugdh",8.09544822304072e-74,0.586390553960169,0.579,0.436,2.7278422332358e-69,"0","Ugdh"
"Abcb1b",8.51583745317608e-73,0.521575887959253,0.673,0.54,2.86949658822221e-68,"0","Abcb1b"
"Nrip1",7.8431082845646e-72,0.471446283367766,0.683,0.54,2.64281376756689e-67,"0","Nrip1"
"Phlda1",5.34572623502444e-71,0.452328861239304,0.737,0.594,1.80129591215384e-66,"0","Phlda1"
"C3",2.71394106028502e-69,0.781803150822856,0.383,0.249,9.14489579673641e-65,"0","C3"
"Maml3",8.58570513942847e-69,0.548393460644075,0.552,0.4,2.89303920378182e-64,"0","Maml3"
"Sox4",6.56157007648105e-68,0.40737270679706,0.772,0.648,2.21098665297105e-63,"0","Sox4"
"Pid1",4.40676009858133e-67,0.489535791350491,0.626,0.477,1.48490188281796e-62,"0","Pid1"
"Elovl6",7.00743224729651e-67,0.981898405949674,0.262,0.151,2.36122437004903e-62,"0","Elovl6"
"Tanc2",7.39827667920087e-67,0.463144240203893,0.633,0.491,2.49292330982352e-62,"0","Tanc2"
"Actn1",1.70156081245626e-66,0.649354980598696,0.439,0.3,5.73357931365262e-62,"0","Actn1"
"Prrx1",2.74894283805064e-66,0.493329360465406,0.634,0.491,9.26283778709545e-62,"0","Prrx1"
"Arpc1b",1.00867282485061e-65,0.368044484006332,0.73,0.575,3.39882395061661e-61,"0","Arpc1b"
"Nrg1",3.34521196168333e-65,0.785395550611412,0.41,0.279,1.12720262260882e-60,"0","Nrg1"
"Map4k4",2.21179429633659e-64,0.494616307444195,0.632,0.496,7.45286206093578e-60,"0","Map4k4"
"Ptprs",2.27247522984785e-64,0.637390328274321,0.41,0.274,7.65733253449531e-60,"0","Ptprs"
"Zeb1",2.83484047593093e-64,0.584569123762536,0.506,0.368,9.55227846769685e-60,"0","Zeb1"
"Itga5",1.24045103221753e-63,0.832737169237523,0.317,0.197,4.1798237981602e-59,"0","Itga5"
"Nav1",1.34667923890418e-63,0.685367830528224,0.394,0.261,4.53777036341152e-59,"0","Nav1"
"Tpst2",2.26170585738243e-63,0.897792053681209,0.251,0.143,7.62104405703583e-59,"0","Tpst2"
"Pbx1",2.62182080053203e-63,0.876707835092339,0.272,0.158,8.83448736947273e-59,"0","Pbx1"
"Xdh",7.49859091705679e-63,0.676169605021317,0.409,0.277,2.52672519541145e-58,"0","Xdh"
"Enah",2.6739519979259e-62,0.749468220853663,0.345,0.221,9.0101486522111e-58,"0","Enah"
"Cdk14",9.8701910919579e-62,0.456578270542317,0.669,0.536,3.32585959034613e-57,"0","Cdk14"
"Nab1",1.12687416923604e-61,0.817599272723826,0.298,0.182,3.79711520065774e-57,"0","Nab1"
"Gm20186",1.2071626518756e-61,0.543212088949197,0.604,0.472,4.06765527176003e-57,"0","Gm20186"
"Ier3",1.31027879764161e-61,0.294892991079985,0.867,0.767,4.41511543653316e-57,"0","Ier3"
"Prkca",1.7673625179893e-61,0.459605583245046,0.645,0.513,5.95530474061674e-57,"0","Prkca"
"Junos",3.13980016854354e-61,0.71853378406923,0.347,0.222,1.05798706479243e-56,"0","Junos"
"Lpp",7.08011405768861e-61,0.524154018502373,0.548,0.413,2.38571523287875e-56,"0","Lpp"
"Fkbp11",1.70903584416168e-60,0.504626652653675,0.507,0.37,5.7587671804872e-56,"0","Fkbp11"
"Pakap.1",1.81734624606075e-59,0.477185108755454,0.634,0.504,6.12372991072631e-55,"0","Pakap.1"
"Mmd",3.52835281067525e-59,0.663655161130531,0.382,0.253,1.18891376308513e-54,"0","Mmd"
"Mmp14",4.74361872012047e-59,0.710401269298617,0.306,0.189,1.5984097639318e-54,"0","Mmp14"
"Aff4",7.22798427653948e-59,0.413594243396255,0.7,0.574,2.43554158182274e-54,"0","Aff4"
"H3f3a",1.22874834546871e-58,0.39723883429654,0.731,0.606,4.14039042489137e-54,"0","H3f3a"
"Cpq",7.1744842218083e-58,0.716511486240388,0.338,0.221,2.41751420338053e-53,"0","Cpq"
"Etv1",1.77386789757559e-57,0.843833191591864,0.258,0.152,5.97722526767069e-53,"0","Etv1"
"Rbms1",3.79508269606612e-57,0.43947612839669,0.675,0.553,1.27879106526644e-52,"0","Rbms1"
"Nbea",8.52371626417743e-57,0.521514651963429,0.517,0.381,2.87215143237723e-52,"0","Nbea"
"Cfap299",2.04112717814134e-56,0.550079885829559,0.449,0.316,6.87778213946506e-52,"0","Cfap299"
"Srrm2",3.16234324047872e-55,0.302387000244567,0.88,0.782,1.06558317831171e-50,"0","Srrm2"
"Notch2",1.29892549766504e-54,0.629612081100176,0.395,0.272,4.37685935693211e-50,"0","Notch2"
"Magi3",2.09020447216771e-54,0.414047026658426,0.684,0.566,7.0431529894163e-50,"0","Magi3"
"Gm10701",3.12051099814703e-54,0.575985711056655,0.345,0.223,1.05148738593562e-49,"0","Gm10701"
"Bacc1",3.44750349508264e-54,0.682826007478047,0.412,0.293,1.16167077770304e-49,"0","Bacc1"
"Hcfc1r1",9.03337399284632e-54,0.395917414210037,0.634,0.506,3.0438857006295e-49,"0","Hcfc1r1"
"Uap1",2.81079598652674e-53,0.702385055567115,0.317,0.205,9.47125815620049e-49,"0","Uap1"
"Fut8",3.75065453506801e-53,0.688608856979412,0.329,0.216,1.26382055213652e-48,"0","Fut8"
"Aff1",9.41378002382237e-53,0.683374827008933,0.374,0.259,3.17206731682719e-48,"0","Aff1"
"Grip1",1.10695764085401e-52,0.735641485383167,0.284,0.177,3.73000446662168e-48,"0","Grip1"
"Camk2d",1.32326523268028e-52,0.532095116480419,0.557,0.436,4.45887452803948e-48,"0","Camk2d"
"Smad3",4.78288631679881e-52,0.67426697457978,0.316,0.203,1.61164137330853e-47,"0","Smad3"
"Sptbn1",9.08752109845134e-52,0.400633017648533,0.686,0.563,3.06213110933416e-47,"0","Sptbn1"
"Anxa1",1.22912269047707e-51,0.392362689946136,0.715,0.591,4.14165181783153e-47,"0","Anxa1"
"Sema3a",2.37867447329902e-51,0.775458889221737,0.256,0.155,8.01518150522839e-47,"0","Sema3a"
"Psap",2.45661591160513e-51,0.469240698731538,0.616,0.503,8.27781297574466e-47,"0","Psap"
"Timp1",3.22954327307714e-51,0.832361542323767,0.262,0.162,1.08822690129607e-46,"0","Timp1"
"Fbxl17",4.84730167432424e-51,0.57293739180618,0.412,0.292,1.6333467721803e-46,"0","Fbxl17"
"Socs5",5.87976091977891e-51,0.738101650575254,0.254,0.153,1.9812442395287e-46,"0","Socs5"
"Plcb1",7.73669336972253e-51,0.742637267696083,0.273,0.17,2.6069561978617e-46,"0","Plcb1"
"Hivep2",1.02784898882827e-50,0.719785107793276,0.326,0.217,3.46343995275573e-46,"0","Hivep2"
"Adgrl2",1.2328472045651e-50,0.733056775907093,0.261,0.159,4.15420194050258e-46,"0","Adgrl2"
"Sh3kbp1",1.96149627132001e-50,0.522236590271244,0.469,0.342,6.60945783583991e-46,"0","Sh3kbp1"
"Ifrd1",4.3081150709782e-50,0.314292053751405,0.732,0.616,1.45166245431681e-45,"0","Ifrd1"
"Csrp2",6.72252683817913e-50,0.688226687509716,0.339,0.228,2.26522264339284e-45,"0","Csrp2"
"Marcks",9.75777150243681e-50,0.585411978339007,0.387,0.268,3.28797868546111e-45,"0","Marcks"
"Tubb2a",3.44896266055103e-49,0.706486027545481,0.322,0.215,1.16216245809928e-44,"0","Tubb2a"
"Dynll1",1.33697140778815e-48,0.349946645677759,0.706,0.582,4.50505885568295e-44,"0","Dynll1"
"Sfpq",2.69940762879778e-48,0.422153873033935,0.582,0.454,9.095923945997e-44,"0","Sfpq"
"Tgfbr3",2.77779448064362e-48,0.538728436731287,0.48,0.359,9.36005628197676e-44,"0","Tgfbr3"
"Sik3",7.42463923856502e-48,0.568387343555546,0.397,0.283,2.50180643782687e-43,"0","Sik3"
"Csf1",1.14711555627333e-47,0.467290758824696,0.525,0.403,3.8653205784186e-43,"0","Csf1"
"Rab21",4.0849583709297e-47,0.58592973214817,0.403,0.287,1.37646757266847e-42,"0","Rab21"
"Cyp1b1",3.54687944378752e-46,0.65917055215567,0.296,0.193,1.19515649737864e-41,"0","Cyp1b1"
"Zswim6",4.3567620855027e-46,0.547542664744083,0.421,0.305,1.46805455233099e-41,"0","Zswim6"
"Man1a",4.60205272658339e-46,0.661437441119669,0.322,0.217,1.55070768674954e-41,"0","Man1a"
"Arhgap22",5.52269923874855e-46,0.698750641683973,0.341,0.237,1.86092873548871e-41,"0","Arhgap22"
"H2-D1",5.55018868575585e-46,0.301438875260358,0.68,0.542,1.87019157955229e-41,"0","H2-D1"
"Septin9",5.72445305478197e-46,0.763504495862491,0.254,0.159,1.92891170133933e-41,"0","Septin9"
"Tnfaip2",6.34604770992966e-46,0.645443395763002,0.339,0.233,2.1383642363379e-41,"0","Tnfaip2"
"Clic1",1.06367315931026e-45,0.393313368062432,0.619,0.491,3.58415307761185e-41,"0","Clic1"
"Sdc2",8.92315804589547e-45,0.642485775847447,0.353,0.245,3.00674733514494e-40,"0","Sdc2"
"Ppm1l",9.53644327212465e-45,0.581552045494996,0.377,0.266,3.21339992497512e-40,"0","Ppm1l"
"Dbi",3.47547439090969e-44,0.551467844616444,0.35,0.243,1.17109585076093e-39,"0","Dbi"
"Lrp1",5.62111759194092e-44,0.637631277766746,0.317,0.214,1.89409178378041e-39,"0","Lrp1"
"Gpr39",3.03845954169031e-43,0.593337326133054,0.294,0.192,1.02383932716797e-38,"0","Gpr39"
"Ttll5",3.21158563925953e-43,0.715567306842428,0.266,0.171,1.08217589700489e-38,"0","Ttll5"
"Eid1",4.90012621376938e-43,0.442007150788334,0.499,0.381,1.65114652899173e-38,"0","Eid1"
"Trrap",5.69623637743942e-43,0.464131355683505,0.477,0.358,1.91940380974199e-38,"0","Trrap"
"Zbtb7a",7.50220529067623e-43,0.470303986327696,0.487,0.374,2.52794309474626e-38,"0","Zbtb7a"
"Flnb",9.14468212454115e-43,0.478125098540427,0.438,0.322,3.08139208868539e-38,"0","Flnb"
"Mgat2",1.41875743207931e-42,0.575339630373425,0.339,0.235,4.78064504313445e-38,"0","Mgat2"
"Ank3",1.83123389402872e-42,0.608009237908926,0.291,0.191,6.17052572931919e-38,"0","Ank3"
"Crim1",1.92138874400228e-42,0.714847404212369,0.265,0.172,6.47431151179009e-38,"0","Crim1"
"Dock7",2.43984672034072e-42,0.433732678444058,0.525,0.41,8.22130750886008e-38,"0","Dock7"
"Tmem176b",6.19675333463293e-42,0.485647526984847,0.599,0.495,2.08805800363791e-37,"0","Tmem176b"
"Celf2",8.10163764307346e-42,0.58370901318486,0.316,0.215,2.72992782021003e-37,"0","Celf2"
"Abca1",9.59452692252108e-42,0.646059594661474,0.304,0.204,3.2329717918127e-37,"0","Abca1"
"Chd4",1.5450644088587e-41,0.345853251635029,0.695,0.588,5.20624903209028e-37,"0","Chd4"
"Ndufv3",1.58963841557554e-41,0.473553763391987,0.422,0.309,5.35644560512335e-37,"0","Ndufv3"
"Gm49774",1.72219930893061e-41,0.616654326112749,0.318,0.218,5.8031227913726e-37,"0","Gm49774"
"Wwox",6.34788647918231e-41,0.559410695951131,0.343,0.239,2.13898382802527e-36,"0","Wwox"
"Klf6",7.40738275546251e-41,0.693755636469048,0.304,0.209,2.49599169328065e-36,"0","Klf6"
"Pcolce",2.65290147994722e-40,0.555294250756087,0.312,0.212,8.93921682683015e-36,"0","Pcolce"
"Ptgs1",4.62654330440755e-40,0.580473713536236,0.341,0.24,1.55896003185317e-35,"0","Ptgs1"
"Elk3",5.40914494200915e-40,0.605263156953027,0.28,0.185,1.8226654796594e-35,"0","Elk3"
"Scd2",8.25598129468282e-40,0.436956097142571,0.489,0.378,2.78193545705632e-35,"0","Scd2"
"Asap1",8.38062469083536e-40,0.327058621407848,0.72,0.606,2.82393529582388e-35,"0","Asap1"
"Gdnf",1.12960788015706e-39,0.582238962805605,0.323,0.223,3.80632671297721e-35,"0","Gdnf"
"Nedd4",1.23462229883868e-39,0.298721160481276,0.781,0.683,4.16018329816682e-35,"0","Nedd4"
"Col5a2",1.4956810150764e-39,0.628601591247795,0.346,0.245,5.03984674840143e-35,"0","Col5a2"
"Trio",1.75267694036837e-39,0.456998713387413,0.479,0.37,5.90582021826525e-35,"0","Trio"
"Spred2",1.7661463536452e-39,0.489470505886324,0.413,0.304,5.95120675324287e-35,"0","Spred2"
"Fggy",2.0172960559552e-39,0.531726411972545,0.295,0.196,6.79748079014663e-35,"0","Fggy"
"Zfpm2",3.90483942853029e-39,0.412636608270807,0.56,0.451,1.31577469383757e-34,"0","Zfpm2"
"Tiam2",3.92475679254618e-39,0.54774748327055,0.374,0.271,1.32248604881636e-34,"0","Tiam2"
"Rdh10",4.12599606969953e-39,0.709774594717133,0.25,0.163,1.39029563564595e-34,"0","Rdh10"
"Srsf5",4.24953422493494e-39,0.355751907522441,0.641,0.535,1.43192305243408e-34,"0","Srsf5"
"Pold4",5.93830501804243e-39,0.399372940417758,0.616,0.52,2.00097125887958e-34,"0","Pold4"
"Trps1",6.30110999456062e-39,0.449504779711521,0.502,0.397,2.12322202376715e-34,"0","Trps1"
"Rwdd1",7.3082581504022e-39,0.416704402246925,0.554,0.445,2.46259066635952e-34,"0","Rwdd1"
"Myo1b",9.46397834812956e-39,0.508567109041524,0.389,0.285,3.18898214418574e-34,"0","Myo1b"
"Eml4",1.38977279180422e-38,0.465497402781091,0.412,0.301,4.68297839926351e-34,"0","Eml4"
"Nfat5",1.61832511598486e-38,0.448921380641484,0.546,0.438,5.45310831082259e-34,"0","Nfat5"
"Mark3",4.03034797593431e-38,0.515062454396635,0.394,0.292,1.35806605397082e-33,"0","Mark3"
"Tcim",7.91692914678121e-38,0.518531650245464,0.331,0.231,2.6676884452994e-33,"0","Tcim"
"Krcc1",1.86841010227449e-37,0.527034024303533,0.306,0.21,6.29579468062412e-33,"0","Krcc1"
"Cyrib",2.41961363581332e-37,0.402709901727158,0.465,0.353,8.15313010723655e-33,"0","Cyrib"
"Ptges",2.90570679354277e-37,0.448768808137849,0.442,0.337,9.79106961152172e-33,"0","Ptges"
"Emp1",3.34762155134436e-37,0.470834160382223,0.459,0.352,1.12801455794099e-32,"0","Emp1"
"Ttc39c",6.86588242107752e-37,0.586760273371198,0.32,0.225,2.31352774060628e-32,"0","Ttc39c"
"Alcam",7.01696178822295e-37,0.556630545024378,0.325,0.23,2.3644354441596e-32,"0","Alcam"
"Evl",7.85421278087921e-37,0.565685096321443,0.342,0.245,2.64655553864506e-32,"0","Evl"
"Atxn1",8.05523780622971e-37,0.488957261576105,0.425,0.322,2.71429293118716e-32,"0","Atxn1"
"Nrp2",1.02954583077784e-36,0.522732058818013,0.422,0.321,3.46915763138901e-32,"0","Nrp2"
"Myl6",1.09877575185624e-36,0.277382023685612,0.69,0.578,3.70243477345478e-32,"0","Myl6"
"Jmjd1c",1.64184731522254e-36,0.428230767763532,0.487,0.379,5.53236871337385e-32,"0","Jmjd1c"
"Mast2",9.78767035619552e-36,0.38779997328527,0.549,0.446,3.29805340322364e-31,"0","Mast2"
"Sqle",1.21379490804449e-35,0.673995324520396,0.254,0.169,4.09000332214671e-31,"0","Sqle"
"S100a13",4.61816932725408e-35,0.55461581260231,0.31,0.22,1.55613833651153e-30,"0","S100a13"
"Wwtr1",6.81847701422545e-35,0.43124134654269,0.468,0.365,2.29755401471341e-30,"0","Wwtr1"
"Acsl4",6.91022973562432e-35,0.377856021025476,0.541,0.434,2.32847101171597e-30,"0","Acsl4"
"Nav2",7.06472149568812e-35,0.38848239647199,0.542,0.436,2.38052855518707e-30,"0","Nav2"
"Twist2",9.59429610353434e-35,0.645366881772012,0.295,0.208,3.23289401504693e-30,"0","Twist2"
"Lrig1",1.29061127405316e-34,0.53862467876482,0.336,0.241,4.34884374904953e-30,"0","Lrig1"
"Rnasek",1.29114814920118e-34,0.360999553504039,0.59,0.489,4.3506528035483e-30,"0","Rnasek"
"Ccl7",2.20442077712084e-34,0.463010684986998,0.269,0.182,7.42801625058639e-30,"0","Ccl7"
"Cyp51",3.02024917434451e-34,0.60969297896675,0.287,0.2,1.01770316178712e-29,"0","Cyp51"
"Tnnt2",5.04189303007241e-34,0.62325807150201,0.252,0.17,1.6989162754132e-29,"0","Tnnt2"
"Ltbp1",7.70358626731935e-34,0.486273352784281,0.342,0.247,2.59580042863593e-29,"0","Ltbp1"
"Foxp1",8.97372773281871e-34,0.402266900367154,0.558,0.467,3.02378729685059e-29,"0","Foxp1"
"Gng10",1.82464179545761e-33,0.472449346945843,0.338,0.243,6.14831299397398e-29,"0","Gng10"
"Thsd7a",1.87332753004361e-33,0.516066485425152,0.28,0.191,6.31236444523496e-29,"0","Thsd7a"
"Cacna2d1",1.96654591602439e-33,0.331519881763336,0.585,0.481,6.6264731186358e-29,"0","Cacna2d1"
"Elob",3.26651058400027e-33,0.266120966725051,0.714,0.604,1.10068340638473e-28,"0","Elob"
"Dusp1",4.3940490872572e-33,0.425109606075369,0.437,0.335,1.48061878044219e-28,"0","Dusp1"
"Net1",6.77608876160857e-33,0.584663897442731,0.254,0.172,2.28327086911163e-28,"0","Net1"
"Galk1",6.98909044895021e-33,0.517576235804257,0.319,0.229,2.35504391767826e-28,"0","Galk1"
"Zbtb38",1.01839977499466e-32,0.533372736315023,0.321,0.232,3.431599881822e-28,"0","Zbtb38"
"S100a16",1.93403781480977e-32,0.532388380644982,0.329,0.238,6.51693382078299e-28,"0","S100a16"
"Arhgap24",2.15814317821982e-32,0.547738513024975,0.314,0.224,7.27207925332952e-28,"0","Arhgap24"
"Zmiz1",2.50869086662044e-32,0.437246688941364,0.408,0.309,8.45328474416423e-28,"0","Zmiz1"
"Pttg1ip",2.845772333468e-32,0.464492464446251,0.347,0.251,9.58911445485376e-28,"0","Pttg1ip"
"Prrc2c",3.43824847335385e-32,0.275177708614116,0.77,0.687,1.15855220558131e-27,"0","Prrc2c"
"Micos13",4.08541788945663e-32,0.403963531145314,0.46,0.361,1.37662241203131e-27,"0","Micos13"
"Uqcr11",4.50494979982627e-32,0.505856117220591,0.32,0.232,1.51798788454946e-27,"0","Uqcr11"
"Rhob",6.74575762534803e-32,0.356354239653275,0.507,0.406,2.27305048943727e-27,"0","Rhob"
"Hif1a",7.41786814875477e-32,0.467089095469652,0.405,0.31,2.49952485140441e-27,"0","Hif1a"
"Wnk1",1.18145560629828e-31,0.367564173726882,0.56,0.458,3.98103281098267e-27,"0","Wnk1"
"Ptgs2",1.61399376125034e-31,0.328332259497348,0.519,0.411,5.43851337790915e-27,"0","Ptgs2"
"Zbtb20",2.24429723117003e-31,0.327135981733345,0.592,0.495,7.56238395015054e-27,"0","Zbtb20"
