"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CALML3",4.63504659007375e-62,0.315299708552915,0.953,0.881,2.73096945087145e-57,"0","CALML3"
"SLC22A23",7.63837156113764e-62,0.971364856133608,0.415,0.287,4.5005285238223e-57,"0","SLC22A23"
"TIPARP",1.61136651014057e-61,0.60833517261513,0.653,0.558,9.49417147774822e-57,"0","TIPARP"
"PTHLH",4.76187857503289e-56,0.413417708321059,0.666,0.533,2.80569885640938e-51,"0","PTHLH"
"PALLD",6.35948533118402e-56,0.484082169145648,0.744,0.66,3.74700875713363e-51,"0","PALLD"
"TXNDC17",1.03817760077044e-55,0.407085126935305,0.796,0.701,6.11694242373942e-51,"0","TXNDC17"
"IVNS1ABP",1.46325253525726e-55,0.668106926017666,0.561,0.445,8.6214839377358e-51,"0","IVNS1ABP"
"FOS",1.92078402347372e-53,0.417665005190797,0.855,0.825,1.13172594663072e-48,"0","FOS"
"SEMA3C",2.7656326580782e-52,0.460403098912869,0.763,0.695,1.62951076213968e-47,"0","SEMA3C"
"NCL",2.80387526706399e-52,0.346837419820654,0.887,0.786,1.6520433073541e-47,"0","NCL"
"HSP90AB1",5.56080356150962e-52,0.259543159240557,0.982,0.944,3.27642545844147e-47,"0","HSP90AB1"
"CDH13",8.68173701300216e-51,0.624687811386017,0.51,0.378,5.11527944806087e-46,"0","CDH13"
"PRKCA",2.51909032961341e-49,0.71637916473595,0.528,0.433,1.48424802220822e-44,"0","PRKCA"
"COL17A1",8.11484082338389e-49,0.338974984811883,0.795,0.708,4.78126421313779e-44,"0","COL17A1"
"HSPA1A",4.26052111752597e-47,0.656585884534865,0.558,0.468,2.5102990424463e-42,"0","HSPA1A"
"ENAH",6.83203954800659e-45,0.660059325967952,0.544,0.462,4.02543770168548e-40,"0","ENAH"
"HSPA5",9.94896012266426e-45,0.373037669395088,0.804,0.738,5.86192730427378e-40,"0","HSPA5"
"KYNU",4.74178515096173e-44,0.409676799823983,0.759,0.657,2.79385981094665e-39,"0","KYNU"
"NEDD9",8.58272105241462e-44,0.618303820708176,0.548,0.463,5.05693924408269e-39,"0","NEDD9"
"ATF3",2.25692805865288e-43,0.357699450515725,0.86,0.821,1.32978201215828e-38,"0","ATF3"
"AREG",3.5804910155631e-43,0.373162727838102,0.749,0.672,2.10962530636978e-38,"0","AREG"
"RABGAP1L",2.26071751071555e-42,0.547412363631763,0.613,0.544,1.3320147573136e-37,"0","RABGAP1L"
"IFITM3",6.14717989165076e-42,0.422510815176842,0.725,0.627,3.62191839216063e-37,"0","IFITM3"
"HSPA8",1.59829735785933e-40,0.380046796986809,0.752,0.674,9.41716803250717e-36,"0","HSPA8"
"JUN",1.99224625042287e-40,0.428660560630096,0.756,0.712,1.17383149074916e-35,"0","JUN"
"THBS1",5.46994838614163e-40,0.767963640410001,0.464,0.37,3.22289358911465e-35,"0","THBS1"
"NR3C1",5.56520033599983e-40,0.63131161766887,0.499,0.404,3.2790160379711e-35,"0","NR3C1"
"ITM2B",6.11933493624258e-40,0.293172009675759,0.904,0.863,3.60551214443413e-35,"0","ITM2B"
"NQO1",1.03705038459538e-38,0.33792774883943,0.82,0.702,6.11030086603599e-34,"0","NQO1"
"DCBLD2",1.18840697919241e-38,0.597714553084068,0.538,0.461,7.00209392140169e-34,"0","DCBLD2"
"MBNL2",1.39304503326869e-38,0.810132111939119,0.418,0.328,8.20782133601914e-34,"0","MBNL2"
"CHST11",2.08554226773269e-37,0.655624108980063,0.47,0.385,1.2288015041481e-32,"0","CHST11"
"KLF6",3.79704553188441e-36,0.51327980177831,0.645,0.585,2.23721922738629e-31,"0","KLF6"
"TNFSF10",4.55529168351083e-36,0.320973357375153,0.869,0.834,2.68397785992458e-31,"0","TNFSF10"
"NRIP1",7.93942753758028e-36,0.275957860637577,0.861,0.827,4.6779107051423e-31,"0","NRIP1"
"TRIO",8.15937135973186e-36,0.398213304212641,0.712,0.663,4.80750160515401e-31,"0","TRIO"
"ACKR3",4.75858572489089e-35,0.608564652478764,0.459,0.365,2.80375870910571e-30,"0","ACKR3"
"RBBP8",7.63709263600638e-35,0.673025217632665,0.402,0.312,4.49977498113496e-30,"0","RBBP8"
"SLC3A2",1.15040425403213e-34,0.479343821146616,0.607,0.532,6.7781818647573e-30,"0","SLC3A2"
"ITGB8",2.97554715581269e-34,0.406121808246349,0.734,0.664,1.75319238420484e-29,"0","ITGB8"
"GCLM",6.62477780191154e-34,0.506200666750679,0.535,0.442,3.90331908088628e-29,"0","GCLM"
"TNFRSF12A",7.68566012191825e-34,0.269268295788393,0.838,0.802,4.52839094383424e-29,"0","TNFRSF12A"
"LOC124900216",1.19796982370493e-33,0.690462570528434,0.445,0.364,7.05843820126944e-29,"0","LOC124900216"
"CBR1",5.40059804444987e-33,0.620197947369996,0.469,0.392,3.18203236778986e-28,"0","CBR1"
"TRPS1",1.369509863596e-32,0.774722105900135,0.392,0.312,8.06915211630764e-28,"0","TRPS1"
"ATP2B1",1.4161627923633e-31,0.719160599096193,0.379,0.294,8.34403117260455e-27,"0","ATP2B1"
"VEGFC",2.23240576518747e-31,0.85367148111881,0.332,0.247,1.31533347684846e-26,"0","VEGFC"
"KTN1",1.15324207913282e-30,0.268504172624998,0.824,0.796,6.79490233025058e-26,"0","KTN1"
"BICD1",1.71480182797145e-30,0.385480670510021,0.625,0.56,1.01036123704078e-25,"0","BICD1"
"DDX21",8.41759700645486e-30,0.457781093229208,0.571,0.504,4.9596481562032e-25,"0","DDX21"
"CDK14",1.88745844271929e-29,0.436078253016839,0.527,0.446,1.11209051445021e-24,"0","CDK14"
"AMIGO2",6.79572962171166e-29,0.608081057139811,0.458,0.387,4.00404389311251e-24,"0","AMIGO2"
"PSME4",7.41079491588009e-29,0.529050654700285,0.543,0.484,4.36644036443655e-24,"0","PSME4"
"RUNX1",8.68120947418547e-29,0.405604898256197,0.756,0.698,5.11496862219008e-24,"0","RUNX1"
"HOMER1",1.01519265715328e-28,0.701222766839647,0.412,0.336,5.98151513594712e-24,"0","HOMER1"
"NRG1",1.50411186536321e-27,0.318324259212321,0.456,0.367,8.86222711072003e-23,"0","NRG1"
"CLCA2",1.86909119666219e-27,0.599510402080728,0.411,0.33,1.10126853307336e-22,"0","CLCA2"
"PDIA3",2.19480081351693e-27,0.370166649664948,0.663,0.62,1.29317663932418e-22,"0","PDIA3"
"CAVIN1",4.00810827469022e-27,0.538538142010299,0.396,0.311,2.36157739544748e-22,"0","CAVIN1"
"CALR",9.80679155125727e-27,0.326072746358396,0.726,0.672,5.77816158200078e-22,"0","CALR"
"HIF1A",2.5580309719717e-26,0.659614261098025,0.365,0.292,1.50719184868573e-21,"0","HIF1A"
"RGCC",3.53427077133169e-26,0.679854866436387,0.395,0.325,2.08239233846863e-21,"0","RGCC"
"COL12A1",1.74229569414176e-25,0.639542792880997,0.315,0.233,1.02656062298833e-20,"0","COL12A1"
"PPIB",6.69039644129909e-25,0.306550345638613,0.717,0.658,3.94198158321342e-20,"0","PPIB"
"SPOCK3",8.48885963277998e-25,0.803027160709619,0.281,0.206,5.00163609563396e-20,"0","SPOCK3"
"DUSP6",9.07690346660125e-25,0.425518204033181,0.554,0.488,5.34811152252146e-20,"0","DUSP6"
"CASK",1.16500725258553e-24,0.369738999417446,0.673,0.627,6.86422273223391e-20,"0","CASK"
"PKM",1.80489604979361e-24,0.283152571626619,0.795,0.755,1.06344475253839e-19,"0","PKM"
"VWA8",2.36790647047484e-24,0.834795825643799,0.331,0.267,1.39517049240377e-19,"0","VWA8"
"HSPA1B",3.43045523085427e-24,0.543657069529494,0.459,0.399,2.02122422201933e-19,"0","HSPA1B"
"ATP1B1",3.58329436682869e-24,0.290243663281067,0.765,0.741,2.11127704093547e-19,"0","ATP1B1"
"DUSP1",4.11314099960746e-24,0.430053774796329,0.574,0.524,2.42346267696872e-19,"0","DUSP1"
"TXNRD1",5.24363031183669e-24,0.265511513109448,0.855,0.806,3.08954697973418e-19,"0","TXNRD1"
"PDE4D",7.60358666393067e-24,0.337549907743353,0.691,0.627,4.48003326238795e-19,"0","PDE4D"
"FHL2",4.05054677051343e-23,0.321209834491626,0.646,0.599,2.38658215718651e-18,"0","FHL2"
"NFKB1",8.24554613092565e-23,0.487481621425947,0.598,0.561,4.85827578034139e-18,"0","NFKB1"
"KIAA1217",9.92117570611092e-23,0.399736717248205,0.578,0.525,5.84555672604056e-18,"0","KIAA1217"
"JARID2",1.72830751105537e-22,0.39993275371025,0.586,0.542,1.01831878551382e-17,"0","JARID2"
"CTNNB1",7.13461814275526e-22,0.393804643040639,0.603,0.559,4.2037170097114e-17,"0","CTNNB1"
"TENM3",9.0201506402803e-22,0.505065337113626,0.367,0.292,5.31467275725316e-17,"0","TENM3"
"SQSTM1",9.17012918858315e-22,0.279353519157369,0.799,0.744,5.40304011791319e-17,"0","SQSTM1"
"JAG1",1.29134597471457e-21,0.573247439722537,0.383,0.315,7.60861048301827e-17,"0","JAG1"
"ITGAV",2.07183924379697e-21,0.374602999454041,0.597,0.548,1.22072768244517e-16,"0","ITGAV"
"PHLDA1",3.25095492503408e-21,0.300325239345111,0.678,0.645,1.91546264183008e-16,"0","PHLDA1"
"PPP3CA",8.38443787639288e-21,0.343813981935959,0.637,0.608,4.94011079677069e-16,"0","PPP3CA"
"FOSB",1.34075305808629e-20,0.390261580841515,0.58,0.537,7.89971701824443e-16,"0","FOSB"
"SEMA4A",2.46006681916568e-20,0.654243995523372,0.352,0.289,1.44947136985242e-15,"0","SEMA4A"
"EHBP1",2.93183224060322e-20,0.317836427156747,0.726,0.697,1.72743555616342e-15,"0","EHBP1"
"UGDH",3.32917834618663e-20,0.575592269398255,0.467,0.423,1.96155188157316e-15,"0","UGDH"
"EGFR",8.87795400599093e-20,0.29651324486974,0.663,0.627,5.23089050032986e-15,"0","EGFR"
"PVT1",1.64065338907796e-19,0.445201991818532,0.511,0.464,9.66672976844732e-15,"0","PVT1"
"RIMS2",2.60347530917761e-19,0.27806483424498,0.72,0.675,1.53396765216745e-14,"0","RIMS2"
"TLK1",2.62169406602005e-19,0.524790652129064,0.46,0.414,1.54470214369902e-14,"0","TLK1"
"BST2",3.15358638610152e-19,0.366893217800785,0.598,0.557,1.85809309869102e-14,"0","BST2"
"MCC",4.46556824603424e-19,0.493167348026103,0.409,0.352,2.63111281056337e-14,"0","MCC"
"MYC",7.79333994265386e-19,0.622287421166132,0.342,0.284,4.59183589421166e-14,"0","MYC"
"FAM20C",1.00011623644149e-18,0.4087919601026,0.444,0.384,5.89268486511323e-14,"0","FAM20C"
"WDR43",1.20007755945207e-18,0.578127021359798,0.406,0.363,7.07085698029162e-14,"0","WDR43"
"ST3GAL1",1.53672717041008e-18,0.458793748896539,0.456,0.409,9.05439648805617e-14,"0","ST3GAL1"
"MBNL1",2.01230047617074e-18,0.360974441601266,0.65,0.628,1.1856474405598e-13,"0","MBNL1"
"SQLE",3.18409806736979e-18,0.588755424288184,0.325,0.263,1.87607058129428e-13,"0","SQLE"
"LPCAT2",3.31675032214754e-18,0.32402885764639,0.586,0.549,1.95422928980933e-13,"0","LPCAT2"
"CBLB",4.83598543890532e-18,0.691094913748906,0.376,0.33,2.84936262060302e-13,"0","CBLB"
"SFPQ",6.74115592513884e-18,0.282670394236118,0.718,0.692,3.9718890710918e-13,"0","SFPQ"
"IER3",7.30455703061679e-18,0.302825465828271,0.745,0.726,4.30384500243941e-13,"0","IER3"
"ZFPM2-AS1",9.20500850920458e-18,0.283970626330745,0.724,0.691,5.42359101362334e-13,"0","ZFPM2-AS1"
"GJB2",2.09041004035517e-17,0.386245059756571,0.401,0.331,1.23166959577727e-12,"0","GJB2"
"SLITRK6",2.36943524217335e-17,0.603524048544572,0.272,0.209,1.39607124468854e-12,"0","SLITRK6"
"CAMK2D",3.84554778483634e-17,0.796507794533397,0.259,0.204,2.26579675482557e-12,"0","CAMK2D"
"RAPGEF5",3.97215718810116e-17,0.466519914225608,0.436,0.386,2.3403950152292e-12,"0","RAPGEF5"
"CFAP20DC-DT",5.93210413419681e-17,0.586355745665161,0.323,0.261,3.49519575586876e-12,"0","CFAP20DC-DT"
"ASPH",6.88536691057339e-17,0.392206100565118,0.586,0.54,4.05685818370984e-12,"0","ASPH"
"HIVEP2",5.91339420177947e-16,0.394406342045297,0.502,0.459,3.48417186368847e-11,"0","HIVEP2"
"EREG",6.43546034824758e-16,0.366925681780354,0.614,0.592,3.79177323718748e-11,"0","EREG"
"TP63",7.77959961933786e-16,0.390110578577414,0.453,0.399,4.58374009571387e-11,"0","TP63"
"WWTR1",1.07894291902324e-15,0.312008297327947,0.61,0.583,6.35713167888494e-11,"0","WWTR1"
"PRSS23",1.11209982168056e-15,0.474020832283865,0.367,0.309,6.55249214934189e-11,"0","PRSS23"
"GRIP1",1.13287078468396e-15,0.343731965331046,0.593,0.559,6.67487466335789e-11,"0","GRIP1"
"HSPH1",1.28438427064995e-15,0.438853678866958,0.427,0.383,7.56759212266952e-11,"0","HSPH1"
"SMILR",1.58618618265664e-15,0.395000280878873,0.485,0.44,9.34580898821291e-11,"0","SMILR"
"MAML2",1.74723352112922e-15,0.315791990439857,0.631,0.6,1.02946999064934e-10,"0","MAML2"
"MIR222HG",3.0999302819627e-15,0.643689806132085,0.3,0.249,1.82647892213242e-10,"0","MIR222HG"
"PDE7A",3.94611730790896e-15,0.35051099427919,0.483,0.434,2.32505231781996e-10,"0","PDE7A"
"NDFIP2",3.96535940486416e-15,0.357839819369651,0.522,0.489,2.33638976134596e-10,"0","NDFIP2"
"MTSS1",4.60196013520068e-15,0.365683304047971,0.474,0.425,2.71147491166024e-10,"0","MTSS1"
"ANXA8",5.53997007240217e-15,0.387021511104385,0.483,0.445,3.26415036665936e-10,"0","ANXA8"
"USP31",7.39143375793826e-15,0.519834655940962,0.367,0.322,4.35503277017722e-10,"0","USP31"
"COL4A5",9.32015631007279e-15,0.650590852782315,0.266,0.213,5.49143609789489e-10,"0","COL4A5"
"GPC1",1.17116750567287e-14,0.375580105974997,0.48,0.44,6.90051894342455e-10,"0","GPC1"
"FRMD6",4.8000060229646e-14,0.290690125986634,0.509,0.459,2.82816354873074e-09,"0","FRMD6"
"ARL4C",5.06882911155996e-14,0.541061503239951,0.304,0.251,2.98655411253113e-09,"0","ARL4C"
"STON2",9.85164800853272e-14,0.453541902076766,0.324,0.268,5.80459100662748e-09,"0","STON2"
"DGKH",4.00816920371288e-13,0.280155580195456,0.634,0.609,2.36161329482763e-08,"0","DGKH"
"FSCN1",4.06731847193337e-13,0.265500977681319,0.532,0.497,2.39646404366314e-08,"0","FSCN1"
"FBXO32",1.01783160672204e-12,0.458983416254085,0.453,0.422,5.99706382680625e-08,"0","FBXO32"
"ANXA5",1.10168498041943e-12,0.260463432867655,0.476,0.43,6.49112790463128e-08,"0","ANXA5"
"MRC2",1.3485634950933e-12,0.533651536330055,0.3,0.254,7.94573611308972e-08,"0","MRC2"
"IFITM1",1.41685960456323e-12,0.576791364062007,0.298,0.257,8.34813679008656e-08,"0","IFITM1"
"NFE2L2",1.59631793585066e-12,0.272238190369105,0.661,0.649,9.40550527803206e-08,"0","NFE2L2"
"HAS2",3.78182528085401e-12,0.428176609627669,0.514,0.489,2.22825145547918e-07,"0","HAS2"
"CEMIP2",1.17794325949074e-11,0.394938417745929,0.452,0.416,6.94044168491946e-07,"0","CEMIP2"
"PPIF",1.20558168642717e-11,0.638392685528244,0.284,0.245,7.10328729642891e-07,"0","PPIF"
"SOWAHC",3.0324760480925e-11,0.572079074751104,0.269,0.228,1.7867348875361e-06,"0","SOWAHC"
"COL7A1",3.0730507900929e-11,0.438856844141134,0.31,0.264,1.81064152552273e-06,"0","COL7A1"
"PDIA6",4.54445309609822e-11,0.310589518062669,0.482,0.452,2.67759176422107e-06,"0","PDIA6"
"CAMK1D",4.62800130286228e-11,0.371970386129732,0.451,0.418,2.72681836764646e-06,"0","CAMK1D"
"IL1RAP",4.73212189759887e-11,0.381477721140576,0.427,0.392,2.78816622206526e-06,"0","IL1RAP"
"GSTO1",5.32095145162818e-11,0.254777664511332,0.56,0.536,3.13510459529932e-06,"0","GSTO1"
"UBE2E2",6.47067562275846e-11,0.328118883546587,0.5,0.48,3.81252207692928e-06,"0","UBE2E2"
"YWHAB",7.26755820458702e-11,0.254742195084873,0.643,0.627,4.28204529414267e-06,"0","YWHAB"
"AGFG1",9.76958042246257e-11,0.276212179231252,0.554,0.537,5.75623678491495e-06,"0","AGFG1"
"RFX3",1.21649393031916e-10,0.562349198247983,0.283,0.245,7.16758223744047e-06,"0","RFX3"
"MPZL1",1.77602825729526e-10,0.479860509539016,0.334,0.301,1.04643584919837e-05,"0","MPZL1"
"RPL22L1",1.90231149813371e-10,0.285298097822574,0.505,0.472,1.12084193470038e-05,"0","RPL22L1"
"NHSL1",2.04288564560828e-10,0.359889562761065,0.487,0.465,1.2036682223924e-05,"0","NHSL1"
"RASAL2",2.16490661575603e-10,0.285887975642259,0.609,0.596,1.27556297800345e-05,"0","RASAL2"
"ANKRD28",3.41900130607057e-10,0.47744357097338,0.398,0.367,2.01447556953678e-05,"0","ANKRD28"
"DPYD",3.60045584585254e-10,0.322767973943,0.464,0.436,2.12138858437632e-05,"0","DPYD"
"ADAM17",4.40452232141789e-10,0.379116355013549,0.42,0.396,2.59514455177942e-05,"0","ADAM17"
"SRXN1",5.01313254393554e-10,0.619412628306059,0.3,0.269,2.95373769488682e-05,"0","SRXN1"
"EGR1",5.64448336010954e-10,0.259214703424593,0.574,0.558,3.32572959577654e-05,"0","EGR1"
"MACROH2A1",8.88246616050203e-10,0.356482015388871,0.445,0.425,5.23354906176779e-05,"0","MACROH2A1"
"ATP1B3",1.19018995749594e-09,0.277010117569719,0.546,0.532,7.01259922956605e-05,"0","ATP1B3"
"TRIB1",1.29768043811324e-09,0.561805233574306,0.302,0.273,7.64593314136324e-05,"0","TRIB1"
"PDGFA",1.35988261112633e-09,0.355747630499365,0.364,0.327,8.01242834475634e-05,"0","PDGFA"
"TANC2",1.97845803681175e-09,0.335139228986145,0.411,0.377,0.000116570747528948,"0","TANC2"
"HIPK2",2.1509132597216e-09,0.462762307402205,0.361,0.338,0.000126731809262797,"0","HIPK2"
"ATP1A1",2.17359528094835e-09,0.40140667028042,0.359,0.327,0.000128068233953477,"0","ATP1A1"
"CTHRC1",2.82678794282643e-09,0.311017364034492,0.452,0.423,0.000166554345591333,"0","CTHRC1"
"IGF1R",3.95021545891526e-09,0.256732901335014,0.517,0.498,0.000232746694839287,"0","IGF1R"
"FZD6",4.82814954532099e-09,0.312951153680117,0.46,0.441,0.000284474571210313,"0","FZD6"
"PTPN14",7.45557682083138e-09,0.408605524004629,0.38,0.355,0.000439282586283385,"0","PTPN14"
"MAP3K2",9.82595814730656e-09,0.44932898277395,0.35,0.325,0.000578945454039303,"0","MAP3K2"
"CCT2",1.27946288371512e-08,0.318406147789141,0.464,0.444,0.00075385953108495,"0","CCT2"
"SLC25A37",1.45644313406926e-08,0.350450998377401,0.368,0.337,0.000858136294593607,"0","SLC25A37"
"KMT2E",2.65787495893096e-08,0.305611914301246,0.477,0.464,0.00156601992580212,"0","KMT2E"
"BHLHE41",4.77242013722117e-08,0.468595727968504,0.368,0.352,0.00281190994485071,"0","BHLHE41"
"SLC4A7",8.06373803354568e-08,0.354625886178824,0.398,0.374,0.00475115444936512,"0","SLC4A7"
"SARAF",9.21374738825919e-08,0.363050749543914,0.377,0.353,0.00542873996116232,"0","SARAF"
"SLC2A9",1.17872922086038e-07,0.392393908927237,0.384,0.365,0.00694507256930936,"0","SLC2A9"
"NAP1L4",1.739640449247e-07,0.28111642027075,0.479,0.477,0.0102499615269633,"0","NAP1L4"
"CITED2",2.12531762996968e-07,0.486602332853376,0.286,0.259,0.0125223714757813,"0","CITED2"
"WNT5A",2.56522355568601e-07,0.46905397641812,0.282,0.256,0.015114297190102,"0","WNT5A"
"SLC44A1",2.95163968517863e-07,0.483446999459572,0.262,0.234,0.0173910610250725,"0","SLC44A1"
"GALNT1",3.3621105624617e-07,0.361237228683914,0.368,0.351,0.0198095554340243,"0","GALNT1"
"PCDH7",4.94580627884885e-07,0.309204300183954,0.525,0.52,0.0291406905949774,"0","PCDH7"
"KRR1",5.76919980896547e-07,0.455134917185078,0.317,0.297,0.0339921252744245,"0","KRR1"
"CAMSAP2",6.89736906637168e-07,0.354748368004409,0.334,0.31,0.040639298539062,"0","CAMSAP2"
"LAPTM4B",7.91433327253759e-07,0.420139039627349,0.346,0.33,0.0466312516417915,"0","LAPTM4B"
"DENND4A",8.67735880747405e-07,0.470247783583486,0.302,0.28,0.0511269980936371,"0","DENND4A"
"AFF1",9.57545461087281e-07,0.426314101362067,0.355,0.339,0.0564185785672626,"0","AFF1"
"SOX9",1.10029445066062e-06,0.275875488132444,0.459,0.45,0.0648293490329235,"0","SOX9"
"CACUL1",1.1157400345619e-06,0.441648978410227,0.307,0.283,0.0657394028363869,"0","CACUL1"
"EFEMP1",1.29748367946974e-06,0.384340248402667,0.332,0.309,0.0764477383943569,"0","EFEMP1"
"ANKRD10",1.55258579535164e-06,0.525255720664305,0.289,0.271,0.0914783550621183,"0","ANKRD10"
"PSMA4",2.55120461966013e-06,0.272837192945541,0.463,0.449,0.150316976190375,"0","PSMA4"
"RAI14",2.90252790029542e-06,0.302846105918575,0.41,0.395,0.171016943885406,"0","RAI14"
"PRKAR1A",4.74022177726055e-06,0.344981472879924,0.315,0.292,0.279293867116191,"0","PRKAR1A"
"AHR",6.41637263876459e-06,0.401178804153683,0.393,0.387,0.37805267587601,"0","AHR"
"MYO5A",6.56096373948768e-06,0.352454559998904,0.298,0.273,0.386571983530614,"0","MYO5A"
"DIAPH2",7.68124551745352e-06,0.396453714711677,0.33,0.316,0.452578985888362,"0","DIAPH2"
"SPIDR",7.76802395960908e-06,0.381817825041252,0.353,0.338,0.457691971700167,"0","SPIDR"
"APBB2",8.43502082706133e-06,0.346333384257783,0.289,0.262,0.496991427130453,"0","APBB2"
"HNRNPA3",9.23492007249484e-06,0.332713298769933,0.408,0.404,0.544121490671396,"0","HNRNPA3"
"ADH5",1.23179441014571e-05,0.273735244555052,0.47,0.466,0.725773266457853,"0","ADH5"
"CD58",2.10267065184132e-05,0.326033991544628,0.365,0.357,1,"0","CD58"
"KIF13A",2.28185867066586e-05,0.491584004018844,0.273,0.257,1,"0","KIF13A"
"HNRNPR",2.62776867123558e-05,0.290953723819324,0.453,0.455,1,"0","HNRNPR"
"RSL1D1",2.64891710194399e-05,0.256953204464791,0.466,0.458,1,"0","RSL1D1"
"NINJ1",2.8844786611813e-05,0.338690804695032,0.38,0.37,1,"0","NINJ1"
"SLC22A15",3.11986911581336e-05,0.324247255750041,0.251,0.225,1,"0","SLC22A15"
"ZC3H12C",3.81417978025203e-05,0.369966049821788,0.294,0.276,1,"0","ZC3H12C"
"PPP3R1",4.39235762089596e-05,0.433450351454165,0.256,0.236,1,"0","PPP3R1"
"GALNT2",9.57535217086827e-05,0.38834985964566,0.282,0.266,1,"0","GALNT2"
"FAM83B",0.000118400378057896,0.250187735769031,0.371,0.355,1,"0","FAM83B"
"RFLNB",0.000141564091426689,0.335793803512068,0.268,0.248,1,"0","RFLNB"
"ECH1",0.000144492188605883,0.505191403144606,0.256,0.245,1,"0","ECH1"
"SOD2",0.00014479150164685,0.278850371178991,0.409,0.396,1,"0","SOD2"
"ACBD6",0.000148639071808155,0.358051901083056,0.322,0.312,1,"0","ACBD6"
"LOC107986324",0.000150533412680697,0.253093949866645,0.422,0.412,1,"0","LOC107986324"
"ABCC3",0.000152151528532987,0.31587019052539,0.354,0.342,1,"0","ABCC3"
"ARID5B",0.000167747437574403,0.422007941867948,0.259,0.241,1,"0","ARID5B"
"SLC20A1",0.000201254225457496,0.273292026278442,0.324,0.308,1,"0","SLC20A1"
"PTPRK",0.000201767029694047,0.346803152347087,0.285,0.27,1,"0","PTPRK"
"PTPN1",0.000204146453312881,0.32698245742909,0.275,0.258,1,"0","PTPN1"
"GTF2F2",0.000240664179528487,0.371358484395701,0.321,0.313,1,"0","GTF2F2"
"NOP58",0.00024407038447845,0.329349382342188,0.355,0.353,1,"0","NOP58"
"EDIL3",0.000259247257200052,0.379618756802273,0.262,0.246,1,"0","EDIL3"
"TPD52L1",0.00049159728223119,0.36814415455921,0.323,0.32,1,"0","TPD52L1"
"MAP3K20",0.000516355718890682,0.326274206453092,0.308,0.295,1,"0","MAP3K20"
"EID1",0.000548575195357473,0.420539514078402,0.266,0.255,1,"0","EID1"
"MAP2K4",0.000604114140204084,0.325953211518786,0.317,0.307,1,"0","MAP2K4"
"TMEM131",0.000677015388902817,0.343358008969333,0.304,0.295,1,"0","TMEM131"
"UGGT2",0.000693899245977051,0.324132165757663,0.306,0.296,1,"0","UGGT2"
"LHFPL2",0.000706692152397483,0.28244790400377,0.368,0.365,1,"0","LHFPL2"
"CCT3",0.000889415635716747,0.255784058415173,0.42,0.421,1,"0","CCT3"
"MYCBP2",0.00092042941630968,0.340848640246214,0.296,0.288,1,"0","MYCBP2"
"CARMIL1",0.000940161476643916,0.268078837542425,0.347,0.337,1,"0","CARMIL1"
"CCT5",0.00108461845396307,0.2635614614813,0.388,0.389,1,"0","CCT5"
"DCAF6",0.00111840514647187,0.300829575958453,0.322,0.317,1,"0","DCAF6"
"TCEAL4",0.00126127173973291,0.302605462296485,0.351,0.353,1,"0","TCEAL4"
