"","logFC","logCPM","F","PValue","FDR"
"IFITM3",-0.877040606071612,9.50155295037988,33.4281296288,2.90841955253074e-06,0.0778002230301973
"NFKB1",-1.03562294752585,8.11090571392068,22.6938614564949,4.89411666169523e-05,0.528936308560065
"CXCL5",-1.26922818667665,7.92410746249192,22.0380705894578,5.93199598385119e-05,0.528936308560065
"BST2",-0.667146903706868,8.11941367622348,19.9387586040275,0.000111850397386809,0.686825365488517
"C3",-0.929909843523359,6.85541163396984,18.5578620055258,0.000172570682041219,0.686825365488517
"IIGP1",-1.26721564564784,4.66928993297455,18.2103296565293,0.00019293451323262,0.686825365488517
"ISG15",-0.81433287801451,7.62025848106266,18.0597240985431,0.000202482242921408,0.686825365488517
"NR4A1",-0.596328783719852,7.71764979617207,18.0153352391971,0.000205405716781613,0.686825365488517
"PEG3",-5.52493438058105,1.90249293937449,17.0096007525794,0.000299284143563038,0.791038106627808
"IFIT1",-1.80714411667293,4.87056067974381,16.7029088846238,0.000316078362099212,0.791038106627808
"KIF18A",3.0013225181549,2.73078713919094,16.3417996743408,0.000333474632200121,0.791038106627808
"CMBL",1.3906422862615,4.46540888670433,15.9605987778786,0.000406244444925785,0.791038106627808
"IL1RL1",-0.713082168397932,8.9063658153346,15.9401599207969,0.000408536536666078,0.791038106627808
"GM4841",-1.5643883880126,3.84380697796106,15.7581145222597,0.000435229523148109,0.791038106627808
"ANXA2",0.527811958374252,8.79759287064275,15.4983033022363,0.000475140176819141,0.791038106627808
"IIGP1C",-1.7322682558772,3.94878393996213,15.3419677029265,0.000501995325236385,0.791038106627808
"S100A8",-1.01305501250203,9.08651979699404,15.2908094987172,0.000510362093603733,0.791038106627808
"CCL2",-0.875747351242208,7.18618640601915,15.152538611688,0.000535388370548744,0.791038106627808
"SLPI",-0.913791269896155,10.1046502987076,14.9023671938794,0.000584074522243346,0.791038106627808
"RAB30",-1.93733486776538,3.35319591220666,14.6190224386158,0.00064631310947744,0.791038106627808
"HAS2",-0.915185065122003,5.33465052605164,14.5273426277659,0.000666229699598109,0.791038106627808
"IFIT3",-2.41738609617372,4.41944031797984,14.3892973163296,0.000700102446654672,0.791038106627808
"H4C14",-2.95719095575984,2.31229103159249,14.2113817919275,0.000705055766951004,0.791038106627808
"NRG1",-0.694875071761619,7.91086187908613,14.3273597691761,0.000714990349126923,0.791038106627808
"EREG",-0.972848317134005,7.9410277780272,14.2331815171593,0.000739287950119447,0.791038106627808
"ANKRD44",0.712143637384949,6.48977745331977,13.9803896862717,0.00080901989440789,0.818080398644661
"ZC3H12A",0.951316626189676,5.8839406727195,13.9233959877486,0.000825726009846948,0.818080398644661
