"","logFC","logCPM","F","PValue","FDR"
"SAA3",-2.28103074052521,5.28478918610425,47.7921388811121,2.0142683287104e-08,0.000538816777930033
"POLD4",0.704339389007081,8.57223068209066,39.1310920090232,1.75392847933495e-07,0.00234587934111049
"NFKB1",-0.632770637734658,8.95522949264292,35.7104069417169,4.41644508070522e-07,0.00380363285935952
"CXCL1",-0.722003843093884,9.0303927588137,34.8001595261975,5.68767530371518e-07,0.00380363285935952
"CXCL5",-1.05818103886592,7.37925350061568,23.7304290853433,1.63874804991753e-05,0.082335742123911
"CCL5",-1.94423842126999,5.27068938998694,23.3205257354275,1.87879058627716e-05,0.082335742123911
"SLPI",-0.485756856763518,9.71454939521285,22.9083831900397,2.15458016772851e-05,0.082335742123911
"CCL2",-0.553688228379008,9.68584579382606,20.3119585675996,5.24832306899797e-05,0.17549080261962
"NFKBIA",-0.385892022826141,10.2028785140382,17.9276126431322,0.000123424634675372,0.366845441951799
"IFRD1",-0.441263121041444,8.91732579503119,17.5453816153983,0.000142071069826392,0.37162564305603
"SLC38A1",-0.707421421554457,6.7320347244216,17.3484086890893,0.000152818021443601,0.37162564305603
"TRIM72",5.44563119005137,2.3476405070606,16.7742456057668,0.000195022772064418,0.434738262726932
"TNC",-1.22645375301073,5.99779953216922,16.2588377700078,0.000229921023863329,0.473106722180311
"TRAF7",-1.06020802988184,5.29257073320087,14.8266658737942,0.000398837785227353,0.76206505391655
"PDGFA",0.411487708028104,8.9215369749942,14.6341373741333,0.000429986190578621,0.766808706531875
"NUPR1",0.434275426573497,8.7765932648141,14.3539448276963,0.000480049649367885,0.802583007536932
"S100A7L2",2.92474334516907,2.82199611019925,14.0078555983141,0.000531783792664686,0.826663525886638
"MDGA2",-5.27525918543578,2.34573900586787,14.038710684707,0.000556259568820916,0.826663525886638
"SLC16A13",-5.64631391611781,2.56892286762245,13.7818908505915,0.000616160059462354,0.863796110460097
"MIR22HG",1.31994758164757,4.48338788002865,13.589338320582,0.000650857075823884,0.863796110460097
"ADGRA1",1.16726272788282,4.79458172738734,13.4864547924691,0.000678120311015403,0.863796110460097
"9430073C21RIK",1.83229258182859,3.70281254339934,13.1060471141908,0.000790252070008402,0.960874676032944
"GPR155",2.82672691772121,2.76293759751661,12.8582707943247,0.000848103939606209,0.986381755846352
"C3",-0.552438520093262,7.28494045794768,12.7467660243796,0.000914882058454455,1
"SNX29",0.985261154791476,5.25723115583538,12.6646459267995,0.00094617733429274,1
"RSU1",-0.779373787999554,5.85135755405157,12.4810664935319,0.00102013259713915,1
"CSF3",-5.1264886967164,2.26253909814023,12.2144331509221,0.00115905461701661,1
"KRT17",2.00222096585825,3.34829994847319,11.9925816909679,0.00124383904102796,1
"SPRR2D",2.12531630020378,3.42643786456179,11.966158235904,0.00125751926985963,1
"STAB1",0.85200064929387,5.49361487632943,11.8973672551137,0.00129885729263957,1
"ANTXR2",-0.568351797225396,6.79986707996422,11.8838312626063,0.00130616815939579,1
"GM12866",4.94496962116556,2.08410525189284,11.8739865087713,0.00133162087810281,1
"GM16268",4.94496962116556,2.08410525189284,11.8739865087713,0.00133162087810281,1
"PREX1",4.94496962116556,2.08410525189284,11.8739865087713,0.00133162087810281,1
"GM48427",4.94510394934351,2.0842159850361,11.8300405628861,0.00135613709084202,1
"ANKDD1A",3.32552117453496,2.49937990732821,11.7115700223007,0.00137742514997099,1
"PATE14",0.713382614709108,5.98764571616046,11.6984889004439,0.00141132090990248,1
"NAALADL2",-0.758227081451588,5.87816121187555,11.6827325985843,0.00142067148712789,1
"ABHD15",3.32526310050101,2.4996156584163,11.4802536056391,0.00151871599272568,1
"AXL",-0.713046760372451,6.10612508955549,11.4837877565796,0.00154440486503729,1
"TGFBR3",-0.565813239026061,7.05549257995218,11.3530930506325,0.00163184641615491,1
"ZFP397",-0.965513930130002,5.19654082757041,11.2849441185302,0.00167962801710299,1
"GM36440",2.11738780549685,3.22308545065967,11.2516793524902,0.0016936956223452,1
"PGLYRP2",-4.96260049910101,2.17599311123464,11.2655228774008,0.00171892437034634,1
"SPSB3",2.00157644326531,3.34865370371859,10.9856171434396,0.00190099725375323,1
"CCN2",1.47845954890699,4.01255202750468,10.978432947021,0.00191403450921319,1
"GM57068",2.39679326539871,2.87838620638213,10.8689005588609,0.00197445601234626,1
"ITPRID1",2.82620298362061,2.76295264857613,10.8374585555526,0.00198492522489562,1
"BST2",-0.496532807948247,7.99500695437074,10.8745989194058,0.00199948123834439,1
"AZIN2",1.03218965671172,5.06187459291749,10.8603710157731,0.00201180854886135,1
"NUP160",-0.870492787906894,5.36338518776343,10.7604276907964,0.00209964337733224,1
"IRF1",-0.537237598937977,6.82821184370674,10.665958797871,0.00218636635022886,1
"GM33508",4.94537264250412,2.08443747604263,10.654592604612,0.00222542892367576,1
"LCE1F",0.852000896606459,5.67522283818783,10.620053009592,0.00222995115790206,1
"ASPH",-0.507277661167603,7.06728727819601,10.61184141658,0.00223779823972731,1
"ARIH2",-0.823454574328449,5.50518379657201,10.5567865317084,0.00229150751123652,1
"MAN1A2",-0.477573049170155,7.29536038717586,10.5267590530203,0.00232126615513157,1
"GM12648",3.32486231881485,2.49928509075378,10.4897107419709,0.0023215827219193,1
"GM50103",2.60815873336503,2.63707600316461,10.4626728911712,0.00233438094170059,1
"GM7467",2.60815873336503,2.63707600316461,10.4626728911712,0.00233438094170059,1
"RNF183",-1.9776186802273,3.34532598444116,10.438218431553,0.00239954980455132,1
"PRSS22",0.889792426873547,5.49387459377496,10.2947082190307,0.00256618876714458,1
"NR4A1",-0.508265419313535,7.55571868074599,10.2731301354343,0.00259024419200097,1
"TNNT2",0.546237507830046,7.75964532064542,10.2661867125901,0.00259805600454479,1
"ZFP560",0.982414211187788,4.96241241096188,10.2553722652933,0.00261046189650388,1
"ID2",0.461788331773513,8.17194662698365,10.2181347228885,0.00265281024686072,1
"4930403P22RIK",3.19070318826738,2.42544887751262,10.164025146643,0.00267479263769281,1
"EPHB3",-2.08345054713265,3.17468562937706,10.1511033778348,0.0027093107198985,1
"PTGIR",4.73042690749214,1.98451273790432,10.1794495492053,0.00272642723437013,1
"SPRR2E",4.73042690749214,1.98451273790432,10.1794495492053,0.00272642723437013,1
"DECR2",-1.43252532785716,4.00791624270343,10.0910471218389,0.00280491916648793,1
"NOTCH2",-0.508227882207195,7.06691007561933,9.99985163141459,0.00291739779479998,1
"RTCB",0.717117740488944,5.83778559665923,9.97642077408381,0.00294744883441008,1
"T",-4.77615939101031,2.08261806105557,9.98263596566623,0.002973466581909,1
"LAPTM4B",-0.545647259625209,6.61061868833247,9.941459606232,0.00299282508240091,1
"A830035O19RIK",4.73056142058328,1.98462357996324,9.94325902498445,0.00302105751724856,1
"GM14066",4.73056142058328,1.98462357996324,9.94325902498445,0.00302105751724856,1
"IL1RAPL1",-0.649353868282021,6.06723851045305,9.89525991344013,0.00305398136052883,1
"TLR2",-4.77641542042164,2.08285506989256,9.91219362677771,0.00306611674221691,1
"RRH",-4.77641542042164,2.08285506989256,9.91219362677771,0.00306611674221691,1
"MILR1",-2.49952874317109,2.76041240113922,9.74100195948886,0.00320441950728699,1
"PID1",0.465688862976451,7.23026709465847,9.72946933518474,0.00328448246131366,1
"THSD7A",-0.581239069307549,6.45866138422075,9.7124563512489,0.0033091750092362,1
"HOXA3",1.1334152428339,4.42695148325251,9.64705517644304,0.00340669675707194,1
"9330151L19RIK",-2.68972924912388,2.87630510942681,9.52776542388113,0.00352269369513259,1
"CTSB",-0.450319827339094,7.40739128758169,9.55901516903947,0.00354083745953122,1
"BMP2K",-0.857487519617923,5.19558758523835,9.51613033458315,0.0036087938569327,1
"SNHG6",0.476936965772779,7.12264547950872,9.4358551269469,0.00373923232337026,1
"1110038F14RIK",-0.682009465546805,6.12347997824659,9.42718988584616,0.00375365634786915,1
"PGK1",0.347076494981053,9.28944598853548,9.3517737760274,0.00388142274652743,1
"LPL",-1.60447113722978,3.63444390694073,9.32339595995364,0.00392839684086635,1
"ADRM1",-0.603553076048772,6.18377160894164,9.30010427874903,0.00397167451356789,1
"GM10687",4.73069594600881,1.98473443029515,9.3181077061285,0.00397632743068714,1
"THBD",1.72237129565582,3.34803997571999,9.25380920547609,0.00404937277756139,1
"USP3",0.527989671794074,6.64700250691256,9.21953946080724,0.0041168019911822,1
"ARHGEF3",-0.550517004136609,6.69068809001972,9.20973052287553,0.00413485450663676,1
"FOXP4",-0.765766478018465,5.46889146986235,9.11438932529092,0.00431486238752505,1
"AV039307",3.04283054009015,2.34726428235563,9.07075478537115,0.00434295353781822,1
"SCN4A",3.04283054009015,2.34726428235563,9.07075478537115,0.00434295353781822,1
"GM57374",3.04283054009015,2.34726428235563,9.07075478537115,0.00434295353781822,1
"CRADD",-1.16803422585632,4.34332135534818,9.03717028591694,0.00446812137235031,1
"MRPL39",-0.981934411713628,4.84457532628351,8.99153101755484,0.00455941708743594,1
"GASK1B",-1.35269971044338,3.95589238004872,8.9690707266008,0.00460697207011195,1
"RPIA",-1.84742102187369,3.26257569617323,8.95817905956648,0.00460972563453529,1
"B230216N24RIK",3.04243849395386,2.34739021226686,8.91630767199605,0.00465629122277631,1
"GBP3",-0.743050261889157,5.55665654976887,8.88967146805912,0.00477261189139818,1
"PNMA5",-0.775866308415326,5.39265283021285,8.87357420802555,0.00480736263387419,1
"MICU1",-0.639792135143907,5.92163218749992,8.87265640075025,0.00480926460885728,1
"TEX14",0.367469386931459,8.42354811558287,8.82309572237867,0.00491783429958968,1
"CPPED1",-0.874826763253944,5.1373579209308,8.81376278920632,0.00493882112949637,1
"PHF11C",3.0423045339865,2.34727980691482,8.76197658550502,0.00499347940487951,1
"SH3PXD2A",-0.500996462880718,6.75857975637559,8.75934521986622,0.00506141485726794,1
"FNIP2",-0.484654929398154,6.82538630997256,8.74558179206365,0.00509299003503047,1
"MRE11A",-0.859743114875371,5.09319802177936,8.73003385492195,0.0051291680760547,1
"KLHL4",-1.31765452457812,4.03138733848212,8.72270984234813,0.00514806766626806,1
"CCL7",-0.54524379658039,6.84366727644881,8.68619889256113,0.00523164882114826,1
"VMA21",-0.725372717867463,5.69042173503514,8.62403336518193,0.00538118612367177,1
"LY6E",-0.374846540943498,7.96379155494855,8.61748497706378,0.00539710949321598,1
"JARID2",-0.339292929997596,8.46182779470508,8.61593518829681,0.00540090421412732,1
"GM36198",3.04242866018594,2.34693311829197,8.58743697533994,0.00540632282864231,1
"KIZ",-1.13735318554949,4.32399717712534,8.56603763420915,0.00552642571256855,1
"ANKS1",-1.22805644660596,4.15243836038596,8.54307279798388,0.00558484324077196,1
"BTF3L4B",-4.56263470721204,1.98329066683146,8.54464313800697,0.00562313096001315,1
"GM15687",-4.56263470721204,1.98329066683146,8.54464313800697,0.00562313096001315,1
"GM14547",-4.56263470721204,1.98329066683146,8.54464313800697,0.00562313096001315,1
"COL1A2",0.352032624573975,9.61977247431946,8.49891610285834,0.00569585932943475,1
"TMX4",0.515803200224536,6.6144595871682,8.48965322645506,0.00571994665872074,1
"FBXO8",1.60277431602791,3.42633825902117,8.48105677017783,0.00573977613838454,1
"NBEAL1",-0.517746269694589,6.53875109555525,8.48203657858193,0.00573982279751294,1
"ANGEL1",2.01185388121207,2.93250189195168,8.45891816655786,0.00576585061877459,1
"SEZ6L2",2.01119814615522,2.93240728983568,8.45824206780088,0.00576764518195163,1
"TTC39C",-0.417863405290298,7.39300259508988,8.45402791192821,0.00581351611519439,1
"NUDT16",1.79342869382179,3.22181671349523,8.44667230143555,0.00582131137351384,1
"WINCR1",-0.634841429937073,5.89956666750437,8.43077446921037,0.00587553235398365,1
"LGR6",0.600446642988025,6.00097530892495,8.4095199957271,0.00593276419885706,1
"ASS1",-0.758539192417441,5.35246745116233,8.37267737653595,0.00603353308904733,1
"CUL9",1.66695998014881,3.46406904869281,8.3386301388894,0.00612517573141684,1
"SDC1",0.820284638608,5.43023224228449,8.33954620754366,0.00612554943179216,1
"IFNGAS1",-4.5628910975622,1.98352801615754,8.31673423262582,0.00623700011229004,1
"GM30692",-4.5628910975622,1.98352801615754,8.31673423262582,0.00623700011229004,1
"OSER1",-0.618053100237103,5.97897152599308,8.28666345042182,0.00627553296651101,1
"GPHN",-0.380527185050679,7.69645080409588,8.25504023383306,0.00636707656800204,1
"ZDHHC14",4.47815155436349,1.87742959654446,8.25937076446565,0.00639287399974649,1
"PCDH11X",4.47815155436349,1.87742959654446,8.25937076446565,0.00639287399974649,1
"DUSP10",0.913751003578551,4.8088619595989,8.24490869005546,0.00639714395469174,1
"SPEER4C2",4.47828624051029,1.8775405394016,8.22393330386616,0.00649735795185214,1
"TTC9C",-0.803939792722594,5.1630469980101,8.18377258630247,0.00657900941094413,1
"TULP3",-1.09672825119112,4.49477509227533,8.14561163261073,0.00669661918667931,1
"CDKL2",-0.887911071009265,4.87366131880313,8.11242657670575,0.00679870001789263,1
"KCTD17",-1.62817883393268,3.49566404613412,8.0490634153978,0.00699249939242246,1
"TMEM98",1.09456465054413,4.28800772563582,8.03237958340382,0.0070553040829565,1
"NIBAN1",2.35051439641672,2.49924034026203,7.93797642354987,0.00726293785926863,1
"IGIP",-4.5621220608924,1.98281608103969,7.98226030619708,0.00727052548065406,1
"SLC34A1",-4.5621220608924,1.98281608103969,7.98226030619708,0.00727052548065406,1
"GM14406",-0.890111660668413,4.83174774519067,7.95930513135185,0.00729647257026224,1
"VSIG10",1.31474543192126,3.82163684371465,7.95483069101672,0.00731385812936618,1
"SLC7A1",0.445290558653977,6.95567642705625,7.95269595499834,0.00731823316476341,1
"SERPINH1",0.304679221771865,8.8899181050027,7.95028856936486,0.00732637637078008,1
"GBP2",-0.543014810957465,6.36956891575382,7.94300871943699,0.00735112738380546,1
"KCNQ5",-0.395686273935935,7.44595726621728,7.90760783815909,0.00747257380991898,1
"GCC1",1.50088124141952,3.50053911362548,7.90212776987962,0.00749120736867042,1
"IFI27",0.39657972588597,7.5994972046213,7.90079315749295,0.00749620115553911,1
"FAM117B",0.60670123909033,5.92934206618801,7.87561921189176,0.00758423047292273,1
"GM9828",1.71635276070282,3.17815834699499,7.87005781586859,0.00759030435349171,1
"RYR1",1.66658019560244,3.4646378705767,7.86507136579356,0.00761818093386387,1
"4833419F23RIK",4.4780168806139,1.87731866199145,7.86191995828948,0.00767517069425694,1
"2810459M11RIK",4.4780168806139,1.87731866199145,7.86191995828948,0.00767517069425694,1
"BMP7",4.4780168806139,1.87731866199145,7.86191995828948,0.00767517069425694,1
"SEMA3C",-0.596307668068844,6.01998857509703,7.84004804170332,0.00771042549970309,1
"SPAG9",-0.373252593800328,7.747000164715,7.82403588228386,0.00776790661078317,1
"GLIS3",0.429187913337071,7.02656626277986,7.78393105145367,0.00791403354672777,1
"P4HTM",2.8774154984711,2.26463512398175,7.75681135750098,0.00793092415241577,1
"GM16310",2.8774154984711,2.26463512398175,7.75681135750098,0.00793092415241577,1
"GM48027",2.8774154984711,2.26463512398175,7.75681135750098,0.00793092415241577,1
"TADA2B",-1.09021151317227,4.36272164952953,7.77570607815414,0.00794635202019151,1
"ARHGAP24",-0.568729526253058,6.32136687546152,7.76793775185967,0.0079731461630475,1
"ARL8A",-0.618217120521223,5.85109457945539,7.76075687950699,0.00799986869604647,1
"LMNTD1",4.47842093905652,1.87765149056394,7.77057829194082,0.00800702715454603,1
"WFDC15A",4.47842093905652,1.87765149056394,7.77057829194082,0.00800702715454603,1
"ITGA3",1.79962432029799,3.03578604565971,7.74807517846868,0.00802268360835682,1
"ENSMUSG00000115794",2.87728135466692,2.26452462769567,7.68837452293021,0.00818904893533253,1
"GM49135",2.87728135466692,2.26452462769567,7.68837452293021,0.00818904893533253,1
"NFKBIZ",-0.459797831086601,6.89034364103704,7.69994087115884,0.00822963526482557,1
"COL6A1",0.812153593166083,5.06221672672469,7.69883832362834,0.00823412812092027,1
