"","logFC","logCPM","F","PValue","FDR"
"HP",-4.09897374678214,5.04771711159249,88.8529820691138,1.14098870252808e-09,3.05214477926262e-05
"NR4A1",-1.11106852702223,8.35885367308982,72.2526683024218,8.95087547974245e-09,0.000114315714552084
"NFKB1",-1.14064990700899,9.4751706006396,69.4919214399483,1.2820453968458e-08,0.000114315714552084
"COL3A1",-1.33078699674356,8.38765742806526,65.9831740255907,2.05635050578326e-08,0.000137518440074255
"CP",-1.25121395167396,8.85195152284263,52.6837135693087,1.48637193542821e-07,0.000795208985454093
"CXCL1",-1.43489527623088,9.85986112240466,51.1787987229454,1.89990169005285e-07,0.000809366231846204
"CXCL10",-1.90553207786242,7.24357098713181,49.96639043207,2.32406580061796e-07,0.000809366231846204
"CXCL5",-1.58733743511023,9.42380212723821,49.7234723938988,2.42053452514753e-07,0.000809366231846204
"TEX14",0.93182088337804,8.67794039052691,47.5920719988037,3.48203986255575e-07,0.00103493962581518
"SAA3",-2.60637032302787,8.31686267034234,43.5784535142921,7.12354628969956e-07,0.00190554863249463
"S100A7L2",-2.70574129725067,4.37411021154896,41.7240529221643,9.98286053502488e-07,0.00242765017556287
"IRF7",-1.02507524597342,7.86702040232589,40.5877538728081,1.24980380787885e-06,0.0027860209883966
"IIGP1C",-1.55443118859791,6.34386289445373,38.5291628774533,1.8698169914723e-06,0.00384750804014493
"ANGPT1",-1.4213405325851,5.89429221675368,38.0542412696385,2.05608810355359e-06,0.00392859691214704
"NFKBIZ",-0.926134844975306,7.51768701655384,36.8719312457411,2.61140576259807e-06,0.00465700694329988
"IIGP1",-1.31317345751379,7.25881660713641,35.5340760568212,3.44389270565999e-06,0.0057577581172753
"ZBP1",-0.966302524969692,7.36543340068863,34.1997928839032,4.56768367349171e-06,0.00718738460387666
"ERO1A",0.885075255504138,9.35832121481439,32.7279382660584,6.28631663619923e-06,0.0093421650010183
"IL1A",-1.28728982877844,6.45212398882013,32.2947661722406,6.91786414006885e-06,0.00934329755482088
"IFI47",-1.97919207938378,4.63178242988087,31.975078019443,7.45935635098306e-06,0.00934329755482088
"LCN2",-0.91412225656683,8.97936081492512,31.9538425759653,7.4619387597931e-06,0.00934329755482088
"BST2",-0.977825463858986,9.04808882440713,31.8224090018913,7.68420733480596e-06,0.00934329755482088
"CSMD3",-0.991098136191841,6.58976272812775,31.0134828449675,9.22087275925056e-06,0.0104982985710777
"TMEM119",-1.13177598403499,6.18865168271748,30.8851375811438,9.49435193095651e-06,0.0104982985710777
"C3",-0.90013746765045,8.73461302286885,30.7404410189748,9.81149399166144e-06,0.0104982985710777
"SOD2",-0.844223544772907,7.84042608259617,28.2789766122453,1.74399210083603e-05,0.0179429956528322
"TRPS1",-0.67972051215482,8.14638734672443,26.97880323443,2.39049997430898e-05,0.023683657152876
"MMP3",-1.56649176309348,5.76557470114755,26.703151132507,2.55930054801783e-05,0.0244504605926703
"DIAPH2",-0.690878638732128,8.05681352910252,26.0665967585393,2.99758445645106e-05,0.0267466268508015
"RTP4",-0.985033992809944,6.80393921081743,26.040627382769,3.01723764441078e-05,0.0267466268508015
"GBP6",-1.37812964283715,5.16307848755049,25.9360715344091,3.09960909299008e-05,0.0267466268508015
"POLD4",0.747992574542375,9.04110148196066,25.4478533799176,3.50353289790687e-05,0.0282421231481288
"GBP3",-1.01682532689271,6.30233042769765,25.3346075317126,3.60605044991915e-05,0.0282421231481288
"SGCZ",-1.581630135446,5.05104486715201,25.3308066729722,3.61367847062882e-05,0.0282421231481288
"COL4A1",-0.744490487996018,7.50858299904042,25.2384238789038,3.69523106611031e-05,0.0282421231481288
"PARP9",-1.04522156687943,6.25092248752265,24.9997988523111,3.92780873230188e-05,0.0291858009969654
"ELOVL5",-0.993418528504175,6.20589655277765,24.6976182706773,4.245016842368e-05,0.0306903244684713
"OGN",-1.74317806934626,4.53309908664347,24.5261730243416,4.45058806054978e-05,0.0308299319891282
"DSTN",-0.7194635169861,7.74570546038912,24.3553116577404,4.63792769882791e-05,0.0308299319891282
"IFITM3",-0.682434070912187,11.108124198218,24.3355562582334,4.66174494732111e-05,0.0308299319891282
"NFIL3",-1.00212836865826,6.01698799327335,24.2256919172691,4.7974208863269e-05,0.0308299319891282
"PTN",-0.91902032494692,6.41978457159641,24.1911375273615,4.84058745249863e-05,0.0308299319891282
"LCE1G",1.76356160819794,4.44843290783446,23.8027407815329,5.36883945472501e-05,0.0333991756776498
"RSAD2",-1.88958442767731,6.01698109875007,23.5570007614162,5.71854582025797e-05,0.0347661592481592
"IGFBP7",-0.739398184060684,7.44247437104659,23.213076305649,6.26356812300968e-05,0.0372334327312242
"ELL2",-0.740802075692901,7.22025977036539,23.0828078186919,6.48511915215742e-05,0.0377123776783067
"TMEM176B",-0.602582425514134,9.33194417270939,22.7349100982077,7.11933938298317e-05,0.0392141365268405
"TMEM176A",-0.607004210186617,9.117571871932,22.7079917848898,7.17116145775563e-05,0.0392141365268405
"PTP4A1",-6.08305695942207,2.63870650428648,23.0679659668929,7.22559767314091e-05,0.0392141365268405
"ISLR",-1.21428948967715,5.44874149990551,22.6279584223733,7.32974514520382e-05,0.0392141365268405
"KRT16",2.70053602723666,3.33973098445306,22.2728005546623,7.85190289765997e-05,0.0411840004926282
"IFIT1",-1.46203052190037,6.7082078213209,22.2320073759149,8.15864406332808e-05,0.0419699478257743
"CEBPD",-0.731336873291467,7.27755646441461,21.9067032592028,8.91727989069508e-05,0.0450070258634138
"GBP7",-1.23391626452272,5.93337401941909,21.4787158167681,0.00010035727672113,0.0497140213387079
"IFI44",-1.01613831639371,7.16720366214375,21.16470084479,0.00010950888036682,0.0532611372693172
"CCL3",-3.38790488421419,3.14583434959793,20.3250181101664,0.000122335193453401,0.056828631969735
