,TF,log2FC,pval,qval,cluster_mean,others_mean,n_in,n_out,cluster
196,ELK3(+),-0.16215842348010231,3.034985427872309e-145,9.97209497729473e-145,0.12389870504666009,0.13863769117377928,1802,7718,1
197,JUND(+),-0.16089217834012765,9.072772961110732e-189,3.2605277828991695e-188,0.1491692406831154,0.16676797337969199,1802,7718,1
198,YY1(-),-0.15163562390267335,1.7138187166453236e-09,2.4331994125211384e-09,0.025199181061755074,0.027991959426028577,1802,7718,1
199,FOXP1(+),-0.1489399327583271,1.567284467993967e-52,3.337735441098263e-52,0.45965512785446966,0.5096446819873276,1802,7718,1
200,EGR1(+),-0.14188924553013896,6.984405550204011e-135,2.1137016796670035e-134,0.1075872738480599,0.11870631473392736,1802,7718,1
201,NFIA(-),-0.1383777634014886,1.1495131045575286e-70,2.7540418130024124e-70,0.0464363518429233,0.051110949792771226,1802,7718,1
202,ATF1(-),-0.13810006768669333,4.61107229610305e-88,1.178385142337446e-87,0.03752299202165742,0.041292361886898006,1802,7718,1
203,EHF(+),-0.1334169257068126,6.150573752012197e-120,1.8136307217471862e-119,0.11745780840837125,0.1288381233181949,1802,7718,1
204,NR3C1(-),-0.1329425458021652,2.5449658733986347e-10,3.704697157479025e-10,0.045649904204274776,0.05005639457237247,1802,7718,1
205,KLF7(+),-0.1323222031634129,1.2101353048894482e-110,3.394281952738696e-110,0.12498390619032872,0.1369894261257044,1802,7718,1
206,CTCF(-),-0.13176673553636017,8.323742315074538e-17,1.2935545489642865e-16,0.035003388758764485,0.0383509240310078,1802,7718,1
207,TFAP2A(+),-0.13099121325253726,2.1230222703564452e-95,5.677850257930028e-95,0.13970516044898654,0.15298354947676432,1802,7718,1
