,TF,log2FC,pval,qval,cluster_mean,others_mean,n_in,n_out,cluster
88,THRB(-),-0.27120135158393655,1.321594134449594e-28,1.8832716415906717e-27,0.033906724961641564,0.04091905424117739,2391,7129,0
89,NR3C1(-),-0.21601055965476204,5.609312808762467e-37,1.5986541504973032e-35,0.043911192983532035,0.05100360755534414,2391,7129,0
90,YBX1(-),-0.15984426783427239,3.7163338111017856e-16,3.5305171205466965e-15,0.025326870456917394,0.028294332320944075,2391,7129,0
91,SOX4(-),-0.1397059902102987,1.659031229999745e-10,9.456478010998548e-10,0.02260570598005354,0.024904267360069454,2391,7129,0
92,KLF4(-),-0.12110309966979435,1.937324567564741e-14,1.5775357193027176e-13,0.040920972694144464,0.04450426314037248,2391,7129,0
93,BACH2(-),-0.10981182218999212,1.9049878285494032e-09,9.871300566119636e-09,0.028829293538092007,0.031109329696352116,2391,7129,0
94,TEAD1(-),-0.10726868562034066,0.005509161976194047,0.015701111632153035,0.01929264613311459,0.020781787135474565,2391,7129,0
95,FOXP1(-),-0.07855502673046426,0.00016509949644983964,0.0005881669561025538,0.09456039843158551,0.0998519873519551,2391,7129,0
96,RFX3(-),-0.07524470480790434,2.6512242343192245e-32,5.037326045206527e-31,0.031037740996709837,0.03269949296500872,2391,7129,0
97,ETS2(-),-0.05610785639660124,7.780244479901726e-06,3.1676709668171314e-05,0.027746919592613783,0.028847283590209903,2391,7129,0
98,E2F7(-),-0.050707983024309136,7.137386044931159e-06,3.129469265854431e-05,0.06296826779990453,0.06522083739338981,2391,7129,0
99,ELF1(-),-0.04774416038442063,3.5408694300714956e-06,1.6819129792839605e-05,0.027717904211644297,0.028650540172055712,2391,7129,0
100,ETV6(-),-0.047554563967718746,0.0014471831979271216,0.004582746793435885,0.030672565050938006,0.031700451430698835,2391,7129,0
101,TCF12(-),-0.04150225332888885,0.00010480216868596173,0.0003982482410066546,0.028675296562153334,0.02951218343899441,2391,7129,0
102,JUN(-),-0.03881472145599413,0.0029654612908853926,0.008896383872656179,0.040701566499577665,0.04181147803747643,2391,7129,0
103,STAT1(-),-0.03713454694433387,0.00045828981812829803,0.0015366188019595875,0.03797051797828632,0.038960554963390626,2391,7129,0
104,GATA6(-),-0.03584172148267208,1.040076812015009e-12,6.587153142761723e-12,0.03582172642099895,0.036722813437029676,2391,7129,0
105,TEAD1(-),-1.7381496155990828,1.498643688238157e-07,2.6694590696742176e-07,0.006230974749797427,0.02078697105857692,248,9272,6
106,TCF7L2(-),-1.6672442079284904,6.937551927394016e-18,2.081265578218205e-17,0.009265881666676617,0.029429121525818024,248,9272,6
107,MXD1(-),-1.6249664500180467,1.908436687013448e-33,1.3597611394970817e-32,0.021720128988458914,0.06699248026162023,248,9272,6
108,MYC(-),-1.483326136504715,4.127052087274932e-15,1.022791169455092e-14,0.01095457481987604,0.030628181487853172,248,9272,6
109,NFE2L2(-),-1.4678810551630952,1.2768583590775617e-14,3.0325386028092094e-14,0.008794843929074592,0.02432788735246123,248,9272,6
110,NR2F6(-),-1.3333419661609587,1.6197795835546035e-23,7.693953021884367e-23,0.01703230391673783,0.04291897480431482,248,9272,6
111,CEBPB(-),-1.3258495292911503,8.823497322269632e-24,4.572175885176082e-23,0.020946937345334277,0.05250987980660801,248,9272,6
112,SOX9(-),-1.2547314194594805,5.232125985291168e-18,1.6568398953422032e-17,0.022665026936469344,0.05408390539342915,248,9272,6
113,ATF4(-),-1.1747024854936265,5.839612832939839e-10,1.18877832670561e-09,0.011869109928534401,0.02679408042883291,248,9272,6
114,SMAD2(-),-0.8512952665126969,2.62236944965762e-07,4.439088041953143e-07,0.014617353704798676,0.026371460324768285,248,9272,6
115,FOXP1(-),-0.8496532062704547,4.939675120866076e-12,1.0829287764975629e-11,0.05531351969866191,0.09967870767868207,248,9272,6
116,THRB(-),-0.7293969136791124,5.2147476861139e-18,1.6568398953422032e-17,0.023865018839391974,0.03956691031023179,248,9272,6
117,IRF6(-),-0.6881544231350882,2.65001892940112e-09,5.208657895719442e-09,0.02255108074370929,0.03633477626028948,248,9272,6
118,NFIC(-),-0.5937930156916926,5.268839481622705e-07,8.580681441499834e-07,0.02522769468108144,0.03807387511362775,248,9272,6
119,FOXA1(-),-0.5759066609853809,1.4454588783279657e-105,8.239115606469405e-104,0.0463300425217693,0.06906020791926906,248,9272,6
120,KLF10(-),-0.5491922052815627,2.238270944195184e-99,6.379072190956275e-98,0.05456545097679857,0.07984377803456352,248,9272,6
121,E2F7(-),-0.48664542110075026,2.3067885542778085e-35,1.8783849656262156e-34,0.04648997060591234,0.06514095830206898,248,9272,6
122,YY1(-),-0.46809733435031403,1.5396551981556871e-12,3.510413851794967e-12,0.019998063879050634,0.02766300121671337,248,9272,6
123,NFIA(-),-0.4613465161412206,3.2028141607023635e-79,4.564010179000868e-78,0.036741591564733736,0.050586788375054155,248,9272,6
124,BACH2(-),-0.4583927263403024,3.624789118570071e-19,1.2913311234905879e-18,0.022383216639917852,0.030754768607438872,248,9272,6
